Āfrika	Afrika
Zaida	Sayda
Valdheima (Saksija)	Waldheim
Branda-Erbisdorfa	Brand-Erbisdorf
Dēbelne	Döbeln
Flēa	Flöha
Mitveida	Mittweida
Rohlica	Rochlitz
Beta Deivisa	Bette Davis
Potalas pils	Potala-Palast
Kārlis II Plikgalvis	Karl der Kahle
Klārks Geibls	Clark Gable
Aleksanders Gersts	Alexander Gerst
Spensers Treisijs	Spencer Tracy
Vienkupra kamielis	Dromedar
Aomori prefektūra	Präfektur Aomori
Fukušima (prefektūra)	Präfektur Fukushima
Holivudas Slavas aleja	Hollywood Walk of Fame
Irpiņa	Irpin
Ržiščiva	Rschyschtschiw
Tetris	Tetris
2013. gada NBA Visu zvaigžņu spēle	NBA All-Star Game 2013
Urotropīns	Urotropin
Rage Against the Machine	Rage Against the Machine
Amundsena jūra	Amundsen-See
Henrijs Deils	Henry Hallett Dale
Tomass Bahs	Thomas Bach
Portsmuta	Portsmouth
Gaismas laušana	Brechung (Physik)
Fritjofs Nansens	Fridtjof Nansen
Ararats	Ararat
Elektrodzinējs	Elektromotor
Toni Morisone	Toni Morrison
Žīdrūns Ilgausks	Žydrūnas Ilgauskas
Kristofs Šuberts	Christoph Schubert (Eishockeyspieler)
Bernhards no Lipes	Bernhard II. (Lippe)
Ginters Vents	Guenter Wendt
Lēna Šēneborna	Lena Schöneborn
Pauls Laukss	Paul Laux
Kristofs Hāberlands	Christoph Haberland
Manuels Mahata	Manuel Machata
Frīdrihs Vilhelms Boks	Friedrich-Wilhelm Bock
Judīte Holofernesa	Judith Holofernes
Ludvigs Ernests	Ludwig Ernst von Braunschweig-Wolfenbüttel
Janina Lindenberga	Janin Lindenberg
Franks Rennike	Frank Rennicke
Voldemārs Kernigs	Wladimir Michailowitsch Kernig
Oto Heinrihs Drekslers	Otto-Heinrich Drechsler
Valters fon Pletenbergs	Wolter von Plettenberg
Oļegs Znaroks	Oleg Snarok
Alfrēds Ričers	Alfred Ritscher
Elīza fon der Reke	Elisa von der Recke
Hanss Joass	Hans Joas
Marsels Gočs	Marcel Goc
Jans Kornārijs	Janus Cornarius
Tirgotāja Georga Gīzes portrets	Georg Giese
Tomass Floršics	Thomas Florschütz
Daniels Fridmans	Daniel Fridman
Ernsts Antons fon Krozigs	Ernst-Anton von Krosigk
Tomass Greiss	Thomas Greiss
Paskals Bērenbruhs	Pascal Behrenbruch
Ļevs Gutmans	Lev Gutman
Franks Rommels	Frank Rommel
Burhards fon Hornhūzens	Burkhard von Hornhausen
Adalberts Becenbergers	Adalbert Bezzenberger
Dītrihs fon Grīningens	Dietrich von Grüningen
Augusts Bīlenšteins	August Johann Gottfried Bielenstein
Isajs Šurs	Issai Schur
Marry the Night	Marry the Night
Kārlis Angerers	Karl Angerer
Branislavs Mezejs	Branislav Mezei
The Edge of Glory	The Edge of Glory
Sirds vadītājsistēma	Erregungsleitungssystem
Bings Krosbijs	Bing Crosby
Vilards Boils	Willard Boyle
Paulinju	José Paulo Bezerra Maciel Júnior
Kristijs Metjusons	Christy Mathewson
Džīns Kelijs	Gene Kelly
Skandināvijas pussala	Skandinavische Halbinsel
Tibo Kurtuā	Thibaut Courtois
Billijs Aidols	Billy Idol
Bruklina Lī	Brooklyn Lee
Konrāds fon Fītinghofs	Conrad von Vytinghove
Arnolds fon Fītinghofs	Arnold von Vitinghove
Johans Kristofs Broce	Johann Christoph Brotze
Klemenss Vinklers	Clemens Winkler
Nikolajs fon Nauens	Nikolaus von Nauen
Rūpoldinga	Ruhpolding
Futurāma	Futurama
Paraolimpiskās spēles	Paralympische Spiele
Torsteins Veblens	Thorstein Veblen
Resifi "Nautico"	Náutico Capibaribe
Dorotija Metkalfa-Lindenburgere	Dorothy Metcalf-Lindenburger
Džeimss Datons	James Patrick Dutton
Melvils	Melville
2012. gada Indijas Grand Prix	Großer Preis von Indien 2012
Hobits (grāmata)	Der Hobbit
Hobiti	Hobbit
Jūraszirdziņi	Seepferdchen
Melngalvji	Schwarzhäupter
Spermatozoīds	Spermium
Lielais turku karš	Großer Türkenkrieg
Lego Indiana Jones: The Original Adventures	Lego Indiana Jones: Die legendären Abenteuer
Melngalvju nams	Schwarzhäupterhaus (Riga)
Jeļena Ahmilovska	Elena Donaldson-Akhmilovskaya
Taimira (nozīmju atdalīšana)	Taimyr
Jozgatas ils	Yozgat (Provinz)
Delfi	Delphi
Paleozojs	Paläozoikum
Plakankalne	Hochebene
Lichtspielhaus	Lichtspielhaus (DVD)
Migels Anhels Asturjass	Miguel Ángel Asturias
Īzaks Baševiss Zingers	Isaac Bashevis Singer
Kristians Hansens	Christian Hansen (Offizier)
Pjērs Fermā	Pierre de Fermat
Macintosh	Macintosh
Semjuels Morze	Samuel F. B. Morse
Lisabonas "Sporting"	Sporting Lissabon
Ferdinands fon Cepelīns	Ferdinand von Zeppelin
Ferdinands Lasalls	Ferdinand Lassalle
Karls Levits	Karl Löwith
Jozefs Fišers	Josef Fischer (Radrennfahrer)
Luterisms	Evangelisch-lutherische Kirchen
Niks Heidfelds	Nick Heidfeld
Norberts Eliass	Norbert Elias
Niko Rosbergs	Nico Rosberg
Klāra Cetkina	Clara Zetkin
Ralfs Šūmahers	Ralf Schumacher
Markuss Vinkelhoks	Markus Winkelhock
Frīdrihs Beselis	Friedrich Wilhelm Bessel
Haralds cur Hauzens	Harald zur Hausen
Alfrēds Rozenbergs	Alfred Rosenberg
Horhe Rafaels Videla	Jorge Rafael Videla
Georgs Filips Tēlemanis	Georg Philipp Telemann
Gala smadzenes	Telencephalon
Fēlikss Hausdorfs	Felix Hausdorff
Nuri Šahins	Nuri Şahin
Rūdolfs Hess	Rudolf Heß
Arnolds Cveigs	Arnold Zweig
Kārlis Lībknehts	Karl Liebknecht
Stiepes izturība	Zugfestigkeit
Grieķu—persiešu kari	Perserkriege
Labēja politika	Politische Rechte (Politik)
Djego Milito	Diego Milito
Glemroks	Glam Rock
Ujuni solončaks	Salar de Uyuni
Sukarno	Sukarno
Ziepju burbulis	Seifenblase
Cītara	Zither
Sarkanā nobīde	Rotverschiebung
Pliocēns	Pliozän
Miocēns	Miozän
Līnis	Schleie
Deklinācija (astronomija)	Deklination (Astronomie)
Redzamā gaisma	Lichtspektrum
Pelē	Montagne Pelée
Alfrēds Vēgeners	Alfred Wegener
Filips Melanhtons	Philipp Melanchthon
Dītrihs Bonhēfers	Dietrich Bonhoeffer
Rūdolfs Bultmanis	Rudolf Bultmann
Boriss Bekers	Boris Becker
Nikolaus Cincendorfs	Nikolaus Ludwig von Zinzendorf
Sabīne Lisicka	Sabine Lisicki
Hanss Georgs Gādamers	Hans-Georg Gadamer
Ernsts Abe	Ernst Abbe
Vilhelms Keitels	Wilhelm Keitel
Hanss Cimmers	Hans Zimmer
Zīriņi	Sterna
Martins Bormans	Martin Bormann
Perms	Perm (Geologie)
Čārlzs Bukovskis	Charles Bukowski
Leopolds Kronekers	Leopold Kronecker
Zigfrīds Lencs	Siegfried Lenz
Jakobs Mihaels Reinholds Lencs	Jakob Michael Reinhold Lenz
Georgs Kantors	Georg Cantor
Emīls fon Bērings	Emil von Behring
Kārlis fon Klauzevics	Carl von Clausewitz
Johans Gotfrīds Galle	Johann Gottfried Galle
Rūdolfs Virhovs	Rudolf Virchow
Eva Brauna	Eva Braun
Doplera efekts	Doppler-Effekt
Karls Dēnics	Karl Dönitz
Kurts Eisners	Kurt Eisner
Magdalēna Neinere	Magdalena Neuner
Oktālā skaitīšanas sistēma	Oktalsystem
Augusts Veismanis	August Weismann
Asaras	Träne
Kirstena Dansta	Kirsten Dunst
Rainers Marija Rilke	Rainer Maria Rilke
Johans Pahelbels	Johann Pachelbel
Svētie Kosma un Damiāns	Cosmas und Damian
Pauls Heize	Paul Heyse
Dzeržinska (Krievija)	Dserschinsk
Mihaels Ende	Michael Ende
Johans Georgs Hāmanis	Johann Georg Hamann
Nikolajs Hartmanis	Nicolai Hartmann
Kārlis Jasperss	Karl Jaspers
Kristiāns Volfs	Christian Wolff (Philosoph)
Rūdolfs Karnaps	Rudolf Carnap
Ernsts Gliks	Ernst Glück
Hanss Fallada	Hans Fallada
Kurts Štūdents	Kurt Student
Ērihs Kestners	Erich Kästner
Niko Hilkenbergs	Nico Hülkenberg
Meistars Ekharts	Meister Eckhart
Kristiāns Gotfrīds Ērenbergs	Christian Gottfried Ehrenberg
Jozefs II Habsburgs	Joseph II.
Rihards Dēdekinds	Richard Dedekind
Zīgberts Tarrašs	Siegbert Tarrasch
Antidepresanti	Antidepressivum
1961. gada Eiropas čempionāts basketbolā	Basketball-Europameisterschaft 1961
1963. gada Eiropas čempionāts basketbolā	Basketball-Europameisterschaft 1963
Kārlis Gustavs Jēkabs Jakobi	Carl Gustav Jacob Jacobi
Frīdrihs Šleiermahers	Friedrich Schleiermacher
Kombinatorika	Kombinatorik
Kurts Alders	Kurt Alder
Frīdrihs Bergiuss	Friedrich Bergius
Oto Štrasers	Otto Strasser
Fēlikss Kleins	Felix Klein
Matiāss Rusts	Mathias Rust
Simons Mariuss	Simon Marius
Johans Frīdrihs Herbarts	Johann Friedrich Herbart
Centrālās vietas teorija	System der zentralen Orte
Antons Fokers	Anton Herman Gerard Fokker
Klaudija Šifere	Claudia Schiffer
Antons Rafaels Mengss	Anton Raphael Mengs
Timo Gloks	Timo Glock
Heincs Haralds Frencens	Heinz-Harald Frentzen
Saksijas Morics	Moritz von Sachsen (1696–1750)
Maksis Štirners	Max Stirner
Bruno Tauts	Bruno Taut
Edīte Šteina	Edith Stein
Tims Borovskis	Tim Borowski
Fabiāns fon Belinshauzens	Fabian Gottlieb von Bellingshausen
Baltijskas rajons	Rajon Baltijsk
Gvardejskas rajons	Rajon Gwardeisk
Jantarnija	Jantarny
Gurjevskas rajons	Rajon Gurjewsk (Kaliningrad)
Bagrationovskas rajons	Rajon Bagrationowsk
Kristofs Valcs	Christoph Waltz
Kārlis Cukmaiers	Carl Zuckmayer
Emīls Krēpelins	Emil Kraepelin
Meinhards fon Gerkāns	Meinhard von Gerkan
Gustavs Fehners	Gustav Theodor Fechner
Frīdrihs Kārlis fon Savinjī	Friedrich Carl von Savigny
Petroleja	Petroleum
Dīters Bolens	Dieter Bohlen
Augusts fon Makenzens	August von Mackensen
1-Heksanols	1-Hexanol
Augusts Heinrihs Hofmanis fon Fallerslēbens	August Heinrich Hoffmann von Fallersleben
Rūdolfs I Habsburgs	Rudolf I. (HRR)
Ansbahas Karolīne	Caroline von Brandenburg-Ansbach
Pāvels Čerenkovs	Pawel Alexejewitsch Tscherenkow
Rūdolfs Hess (Aušvicas komandants)	Rudolf Höß
Unisex	Unisex
Antons Drekslers	Anton Drexler
Mozess Mendelsons	Moses Mendelssohn
ATB	ATB (DJ)
Ernsts Tēlmanis	Ernst Thälmann
Jākobs Bēme	Jakob Böhme
Pols van Daiks	Paul van Dyk
Rihards Kruspe	Richard Kruspe
Herlufs Bidstrups	Herluf Bidstrup
Kriss Kāmans	Chris Kaman
Kārlis Ludvigs Henke	Karl Ludwig Hencke
Hieronīms Kārlis Frīdrihs fon Minhauzens	Hieronymus Carl Friedrich von Münchhausen
Otto (Grieķija)	Otto (Griechenland)
Lotārs Meiers	Lothar von Meyer
Arnolds Zommerfelds	Arnold Sommerfeld
Maksis Šmēlings	Max Schmeling
Fricis Alberts Lipmanis	Fritz Albert Lipmann
Kati Vilhelma	Kati Wilhelm
Aleksandrs Grotendīks	Alexander Grothendieck
Jūlija Gergesa	Julia Görges
Džordže Enesku	George Enescu
Angelika Kerbere	Angelique Kerber
Emīls Janningss	Emil Jannings
Lotārs III Zuplinburgs	Lothar III. (HRR)
Ferdinands fon Lindemanis	Ferdinand von Lindemann
Jozefs fon Eihendorfs	Joseph von Eichendorff
Andreass Grifiuss	Andreas Gryphius
Frīdrihs III Gudrais	Friedrich III. (Sachsen)
Teodors Billrots	Theodor Billroth
Holandes Berta	Bertha von Holland
LaFee	LaFee
Senegālas galago	Senegal-Galago
Džons Degenkolbs	John Degenkolb
Roberts Hībners	Robert Hübner
Hinrihs Loze	Hinrich Lohse
Valters Tīls	Walter Thiel (Ingenieur)
Eduards fon Keizerlings	Eduard von Keyserling
Civilinženierija	Bauingenieurwesen
Hermans Balke	Hermann von Balk
Vilhelms fon Humbolts	Wilhelm von Humboldt
Konrāds Dannenbergs	Konrad Dannenberg
Fēlikss Šics	Felix Schütz
Dženifera Brauna	Jennifer Braun
Dīters Nolls	Dieter Noll (Schriftsteller)
Johans Bernhards Fišers	Johann Bernhard von Fischer
Johans V fon Vallenrods	Johannes von Wallenrode
Hermans fon Brigenejs	Hermann von Brüggenei
Magnuss fon Eberharts	Magnus von Eberhardt
Johans fon der Reke	Johann von der Recke
Johans VII Blankenfelds	Johann II. von Blankenfelde
Tomass Šēnings	Thomas Schöning
Heinrihs fon Gālens	Heinrich von Galen
Kārlis Širrens (vēsturnieks)	Carl Schirren (Historiker)
Vilhelms Arnts	Wilhelm Arndt
Orānijas Vilhelms	Wilhelm I. (Oranien)
Ernsts Kaltenbrunners	Ernst Kaltenbrunner
Leopolds fon Zahers-Mazohs	Leopold von Sacher-Masoch
Albans Bergs	Alban Berg
Georgs Trākls	Georg Trakl
Jozefs Šumpeters	Joseph Schumpeter
Rihards Zigmondi	Richard Zsigmondy
Frics Pregls	Fritz Pregl
Rihards Kūns	Richard Kuhn
Rūdolfs Šteiners	Rudolf Steiner
Johans Pāliza	Johann Palisa
Nikijs Lauda	Niki Lauda
Stefans Cveigs	Stefan Zweig
Tomāšs Gariks Masariks	Tomáš Garrigue Masaryk
Arturs Kestlers	Arthur Koestler
Rolands Racenbergers	Roland Ratzenberger
Konrāds Lorencs	Konrad Lorenz
Aleksandrs Vurcs	Alexander Wurz
Gerhards Bergers	Gerhard Berger
Hermanis Oberts	Hermann Oberth
Pīters Lorre	Peter Lorre
Jozefs Rots	Joseph Roth
Gustavs Meirinks	Gustav Meyrink
Anna Ņetrebko	Anna Jurjewna Netrebko
Fricis Kreislers	Fritz Kreisler
Francs Konrāds fon Hecendorfs	Franz Conrad von Hötzendorf
Kārlis Diterss fon Ditersdorfs	Carl Ditters von Dittersdorf
Marlīsa Šilda	Marlies Schild
Nikola Hospa	Nicole Hosp
Jeņiseja	Jenissei
Rumja	Rumia
Viendīgļlapji	Monokotyledonen
Peloponesa	Peloponnes
Elektronegativitāte	Elektronegativität
Sanluisa Potosi	San Luis Potosí (Bundesstaat)
Elektriskā ģitāra	E-Gitarre
Pīters Zēmanis	Pieter Zeeman
Iela	Straße
Supermens	Superman
Valters Skots	Walter Scott
Maiks Taisons	Mike Tyson
Zirnekļcilvēks	Spider-Man
Ametists	Amethyst
Kembrijs	Kambrium
Džuljāno Racoli	Giuliano Razzoli
Triptihs	Triptychon
Klučborka	Kluczbork
Antivielas	Antikörper
Ķīmiskā viela	Chemischer Stoff
Google Web Toolkit	Google Web Toolkit
Litija hidrīds	Lithiumhydrid
Ciklons	Zyklon
SketchUp	SketchUp (Software)
Fērbenksa	Fairbanks
Karlo Janka	Carlo Janka
3GPP Long Term Evolution	Long Term Evolution
Kilobaits	Kilobyte
Megabaits	Megabyte
Gigabaits	Gigabyte (Einheit)
Terabaits	Terabyte
Petabaits	Petabyte
Svece	Kerze
Asins plazma	Blutplasma
Oligarhija	Oligarchie
Keretaro	Querétaro (Bundesstaat)
Barometrs	Barometer
Džons Miltons	John Milton
Bingelas ils	Bingöl (Provinz)
Vikipēdija:Vērtīgu rakstu kandidāti	Wikipedia:Kandidaturen von Artikeln, Listen und Portalen
Vikipēdija:Labu rakstu kandidāti	Wikipedia:Kandidaten für lesenswerte Artikel
Mehāniskā kustība	Bewegung (Physik)
Draugi (seriāls)	Friends
Elektrokardiogrāfija	Elektrokardiogramm
Vikipēdija:Vikitikšanās	Wikipedia:Treffen der Wikipedianer
Frīdrihs I Barbarosa	Friedrich I. (HRR)
Rekonkista	Reconquista
Masalas	Masern
Staltbriedis	Rothirsch
Armēņi	Armenier
Mašīntulkošana	Maschinelle Übersetzung
Argentīnas futbola izlase	Argentinische Fußballnationalmannschaft
Jūrascūciņa	Hausmeerschweinchen
Konstanca (Rumānija)	Constanța
Miluza	Mülhausen
Kaņepes	Hanf
Ādams Mickēvičs	Adam Mickiewicz
Saules vējš	Sonnenwind
Akordeons	Akkordeon
Ardahanas ils	Ardahan (Provinz)
Ajdinas ils	Aydın (Provinz)
Sauthemptona	Southampton
Ekliptika	Ekliptik
Padomju Savienības komunistiskā partija	Kommunistische Partei der Sowjetunion
Konja	Konya
2014. gada FIFA Pasaules kauss	Fußball-Weltmeisterschaft 2014
Hantsvila	Huntsville (Alabama)
Mičoakana de Okampo	Michoacán
Chinvala	Zchinwali
Birmingema (ASV)	Birmingham (Alabama)
Francijas monarhi	Liste der Staatsoberhäupter Frankreichs
Dusmas	Zorn
Objektorientētā programmēšana	Objektorientierte Programmierung
Afganistānas karogs	Flagge Afghanistans
Mobila	Mobile (Alabama)
Izīda	Isis
Debrecena	Debrecen
Hormuzs	Straße von Hormus
Somugru valodas	Finno-ugrische Sprachen
Braila raksts	Brailleschrift
Valsts varas dalīšana	Gewaltenteilung
Morzes kods	Morsezeichen
Citoplazma	Cytoplasma
Džeroms Deivids Selindžers	J. D. Salinger
Krievijas pilsoņu karš	Russischer Bürgerkrieg
Nevalstiska organizācija	Nichtregierungsorganisation
Zivju dzenītis	Eisvogel
Durango	Durango (Bundesstaat)
Najarita	Nayarit
Puebla	Puebla (Bundesstaat)
Hotspringsa	Hot Springs (Arkansas)
Tumšā matērija	Dunkle Materie
Endoplazmatiskais tīkls	Endoplasmatisches Retikulum
Pinnes	Akne
Putekšņi	Pollen
Omānas līcis	Golf von Oman
Agvaskaljentesa	Aguascalientes (Bundesstaat)
Kristus Pestītājs (statuja)	Cristo Redentor (Rio de Janeiro)
Zelta Orda	Goldene Horde
2011. gada terorista uzbrukums Norvēģijā	Anschläge in Norwegen 2011
Emma Goldmane	Emma Goldman
Džeimss I Stjuarts	Jakob I. (England)
Vārānasī	Varanasi
Žuze Mourinju	José Mourinho
Ethernet	Ethernet
25 (skaitlis)	Fünfundzwanzig
24 (skaitlis)	Vierundzwanzig
Kraistčērča	Christchurch
Ozona slānis	Ozonschicht
60 (skaitlis)	Sechzig
Urāns (dievs)	Uranos
Koronelfabrisjanu	Coronel Fabriciano
Paparžaugi	Farne
Programmēšana	Programmierung
Tamaulipasa	Tamaulipas
Čibas prefektūra	Präfektur Chiba
Kontrabass	Kontrabass
Daugavpils	Daugavpils
Pampelmūze	Pampelmuse
Erozija	Erosion (Geologie)
Aleksandrs I (pāvests)	Alexander I. (Bischof von Rom)
Armēņu genocīds	Völkermord an den Armeniern
Amasjas ils	Amasya (Provinz)
Rutes grāmata	Buch Rut
Kazahi	Kasachen
Čeks	Scheck
Izlaušanās	Prison Break
Šarlīze Terona	Charlize Theron
Als Kapone	Al Capone
Āgri ils	Ağrı (Provinz)
Tebrīza	Täbris
Sonets	Sonett
Nobela prēmija fizioloģijā vai medicīnā	Nobelpreis für Physiologie oder Medizin
Eliass Kaneti	Elias Canetti
Dažādspārnu spāres	Großlibellen
Megana Foksa	Megan Fox
Simbols	Symbol
Babska	Babsk
Alveja	Echte Aloe
Humanitārās zinātnes	Humanities
Burduras ils	Burdur (Provinz)
Kendzaburo Oe	Kenzaburō Ōe
Kanādas karogs	Flagge Kanadas
Ekspresionisms	Expressionismus
Daniēla grāmata	Buch Daniel
Garneles	Caridea
Nirnbergas process	Nürnberger Prozesse
Pokers	Poker
Dmitrijs Šostakovičs	Dmitri Dmitrijewitsch Schostakowitsch
Emilija Brontē	Emily Brontë
Cepure	Hut
Cilvēka temperaments	Temperament
Šimpanzes	Schimpansen
Anna Kareņina (filma)	Anna Karenina (2012)
Žozefs Lagranžs	Joseph-Louis Lagrange
Pudele	Flasche
Ciklobutāns	Cyclobutan
Tamarinds	Tamarindenbaum
Urāla	Ural (Fluss)
Kintana Roo	Quintana Roo (Bundesstaat)
Ciklopropāns	Cyclopropan
Sinaloa	Sinaloa
Ciklopentāns	Cyclopentan
Sakatekasa	Zacatecas (Bundesstaat)
Alts (mūzikas instruments)	Bratsche
Aizliegtā pilsēta	Verbotene Stadt
Celuloze	Cellulose
Gusevas rajons	Rajon Gussew
Ozjorskas rajons	Rajon Osjorsk
Ņesterovas rajons	Rajon Nesterow
Anhela ūdenskritums	Salto Ángel
Ņemanas rajons	Rajon Neman
Korn	Korn (Band)
Krasnoznamenskas rajons	Rajon Krasnosnamensk
Džordžo Kjellīni	Giorgio Chiellini
Tamililamas atbrīvošanas tīģeri	Liberation Tigers of Tamil Eelam
Haldors Laksness	Halldór Laxness
Anglijas pilsoņu karš	Englischer Bürgerkrieg
Microsoft Project	Microsoft Project
Bengālija	Bengalen
Olimpa kalns	Olymp
Pāvila 1. vēstule korintiešiem	1. Brief des Paulus an die Korinther
Melnā klija	Schwarzmilan
Batmanas ils	Batman (Provinz)
Vaļhaizivs	Walhai
Hobits: Negaidīts ceļojums	Der Hobbit: Eine unerwartete Reise
Kuriļu salas	Kurilen
Braiens Holms	Brian Holm
1996. gada Pasaules čempionāts šosejas riteņbraukšanā	UCI-Straßen-Weltmeisterschaften 1996
Perikls	Perikles
Zeļenogradskas rajons	Rajon Selenogradsk
Džuliana Mūra	Julianne Moore
Novaja Zemļa	Nowaja Semlja
Nellija Furtado	Nelly Furtado
Aiči	Präfektur Aichi
Anna Ahmatova	Anna Andrejewna Achmatowa
Robērs Kampēns	Robert Campin
Anaklēts	Anaklet
Marks Deivids Čepmens	Mark David Chapman
Miroslavs Kloze	Miroslav Klose
Mangustu dzimta	Mangusten
Patna	Patna
Gavrilo Princips	Gavrilo Princip
Nikolaje Čaušesku	Nicolae Ceaușescu
Alla Pugačova	Alla Borissowna Pugatschowa
Jūlijs II	Julius II.
Indijas rūpija	Indische Rupie
Bāmija	Okra
MIDI	Musical Instrument Digital Interface
Sultāna Ahmeda mošeja	Sultan-Ahmed-Moschee
Vanas ils	Van (Provinz)
Antakja	Antakya
Gondvāna	Gondwana
Arturs Millers	Arthur Miller
Higins	Hyginus (Bischof von Rom)
Anaksimens	Anaximenes
Edvards Grīgs	Edvard Grieg
Haplogrupa	Haplogruppe
Microsoft Access	Microsoft Access
Spānijas impērija	Spanisches Kolonialreich
Alēle	Allel
Dinamīts	Dynamit
Tenzings Norgajs	Tenzing Norgay
Breds Maršāns	Brad Marchand
Čārltons Hestons	Charlton Heston
Danti (futbolists)	Dante Bonfim Costa Santos
Saules pulkstenis	Sonnenuhr
Sputnik-1	Sputnik 1
Harijs Poters un Fēniksa ordenis	Harry Potter und der Orden des Phönix
Anna Boleina	Anne Boleyn
Integrālā shēma	Integrierter Schaltkreis
Lingua franca	Verkehrssprache
SC Internacional	SC Internacional
Pelēkais bēdrozis	Meisenhäher
Adenozīntrifosforskābe	Adenosintriphosphat
Gabriela Mistrala	Gabriela Mistral
Kodolreaktors	Kernreaktor
Džeimss Čedviks	James Chadwick
Sigrida Unsete	Sigrid Undset
Partizānu karš	Guerilla
Pērla Baka	Pearl S. Buck
Idalgo	Hidalgo (Bundesstaat)
Braiens Kobilka	Brian Kobilka
Kampeče	Campeche (Bundesstaat)
Roberts Lefkovics	Robert Lefkowitz
Tabasko	Tabasco (Bundesstaat)
Valsts drošības komiteja	KGB
Traģēdija	Tragödie
Džons Travolta	John Travolta
Joku diena	Aprilscherz
Bengālijas tīģeris	Königstiger
Santos Futebol Clube	FC Santos
Svante Arrēniuss	Svante Arrhenius
Riodežaneiro "Botafogo"	Botafogo FR
Lopkopība	Tierhaltung
Sanpaulu "Palmeiras"	Palmeiras São Paulo
Keita Blanšeta	Cate Blanchett
Nihilisms	Nihilismus
Brokastis	Frühstück
Princis Filips	Philip, Duke of Edinburgh
Hewlett-Packard	Hewlett-Packard
Fēsa	Fès
Riodežaneiro "Fluminense"	Fluminense FC
Bhopāla	Bhopal
Katerīna Sforca	Caterina Sforza
Programminženierija	Softwaretechnik
Pieaugušais	Erwachsener
Ugunsmūris	Firewall
Ričards II Plantagenets	Richard II. (England)
Retorika	Rhetorik
Jūda Iskariots	Judas Ischariot
Spalva	Feder
Monterreja	Monterrey
Ūdens cikls	Wasserkreislauf
Šarlruā	Charleroi
Vētra	Sturm
Kanādas bebrs	Kanadischer Biber
Homeopātija	Homöopathie
ANO ģenerālsekretārs	Generalsekretär der Vereinten Nationen
Anrī Puankarē	Henri Poincaré
Sumbrs	Wisent
Inženieris	Ingenieur
Lielgabals	Kanone
Karpa	Karpfen
Mandžūrija	Mandschurei
Anderss Celsijs	Anders Celsius
Space Adventures	Space Adventures
Olomouca	Olmütz
Huneriks	Hunerich
Uvsnūrs	Uws Nuur
Polimēri	Polymer
Iprīts	Senfgas
Bafina sala	Baffininsel
Absolūtā nulle	Absoluter Nullpunkt
Kodolfizika	Kernphysik
Pipins Īsais	Pippin der Jüngere
Kašalots	Pottwal
Morfīns	Morphin
Sailfish OS	Sailfish OS
Siemens	Siemens
Bankas automāts	Geldautomat
Asala ezers	Assalsee (Dschibuti)
Soģu grāmata	Buch der Richter
Brīze	Land-See-Windsystem
Rīgas Autobusu Fabrika	Rigaer Autobusfabrik
Kārlis Popers	Karl Popper
2009. gada Eiropas čempionāts basketbolā	Basketball-Europameisterschaft 2009
Zviedrijas karogs	Flagge Schwedens
Akrs	Acre
Eiropas Drošības un sadarbības organizācija	Organisation für Sicherheit und Zusammenarbeit in Europa
Greenpeace	Greenpeace
Harisons Fords	Harrison Ford
Decimālā skaitīšanas sistēma	Dezimalsystem
Aunazirņi	Kichererbse
Fraktālis	Fraktal
Akapulko	Acapulco
Alkēni	Alkene
TCP/IP	Internetprotokollfamilie
Noass	Noach
Volts Vitmens	Walt Whitman
Salavats Julajevs	Salawat Julajew
Oldess Hakslijs	Aldous Huxley
Angstrēms	Ångström (Einheit)
Spināti	Spinat
Igaunijas karogs	Flagge Estlands
Lietuvas karogs	Flagge Litauens
Levante	Levante
Türk Telekom Arena	Türk Telekom Arena
Ķeltu jūra	Keltische See
Čārlzs I Stjuarts	Karl I. (England)
Minor Threat	Minor Threat
Citrusaugi	Zitruspflanzen
Kārtība un taisnīgums	Tvarka ir teisingumas
Pīrss Brosnans	Pierce Brosnan
Galatas tilts	Galatabrücke
Andoras karogs	Flagge Andorras
