આફ્રિકા	Afrika
આસામના મુખ્યમંત્રીઓ	Liste der Chief Minister von Assam
કશ્યપ	Kashyapa (Hinduismus)
ક્રિકેટનો ઈતિહાસ	Geschichte des Crickets
વ્યાપાર વિશ્લેષણ	Business-Analyse
મઊ જિલ્લો	Mau (Distrikt)
ઘેરંડ સંહિતા	Gherandasamhita
થુમ્બા	Thumba
પલક્કડ જિલ્લો	Palakkad (Distrikt)
સોલંકી	Solanki
પેશી ઇજનેરી	Tissue Engineering
મુર્શિદાબાદ જિલ્લો	Murshidabad (Distrikt)
કરિયાતું (વનસ્પતિ)	Kalmegh
કોડાગુ જિલ્લો	Kodagu (Distrikt)
ગુલાબ જાંબુ	Gulab Jamun
એન્ટાર્કટીકા	Antarktis
જ્ઞાનપુર	Gyanpur
સંચળ	Kala Namak
તિલક	Tilaka
૨૦૧૨ દિલ્હી બળાત્કાર ઘટના	Gruppenvergewaltigung in Delhi 2012
લિમિટેડ લાયબિલિટી પાર્ટનરશિપ	Partnerschaftsgesellschaft (Deutschland)
પ્રતાપગઢ જિલ્લો, રાજસ્થાન	Pratapgarh (Distrikt, Rajasthan)
મેરા નામ જોકર	Mera Naam Joker
ધન પ્રકાશાનુવર્તન	Heliotropismus
હેમિસ રાષ્ટ્રીય ઉદ્યાન	Hemis-Nationalpark
હિંદુસ્તાન એમ્બેસેડર	Hindustan Ambassador
હિન્દુસ્તાન પેટ્રોલિયમ	Hindustan Petroleum
હિસ્ટરી (ટીવી ચેનલ)	History (Fernsehsender)
સત્યયુગ	Satya-Yuga
નંદરબાર જિલ્લો	Nandurbar (Distrikt)
સંસ્કાર	Samskara
ગુજરાતના રાજ્યપાલો	Liste der Gouverneure von Gujarat
વિદિશા	Vidisha
થાળી	Thali
સાયમન કમીશન	Simon-Kommission
ઇન્સેટ ઉપગ્રહ શ્રેણી	Insat
યુગ	Yuga
ઉસ્માનાબાદ જિલ્લો	Osmanabad (Distrikt)
કૌરવ	Kaurava
આઇટીસી લિમિટેડ	ITC Limited
આઇ.આર.એસ. ઉપગ્રહ શ્રેણી	Indian Remote Sensing
ઇન્દ્રાવતી નદી	Indravati
મુખ્ય મંત્રી	Chief Minister
પટણા વિભાગ (પ્રમંડલ)	Patna (Division)
હિમાલયના ચારધામ	Chota Char Dham
આરોહણ માર્ગ	Kletterroute
કોંકણ રેલ્વે	Konkanstrecke
રોબર્ટસગંજ	Robertsganj
જસદણ	Jasdan
કાંગેર ઘાટી રાષ્ટ્રીય ઉદ્યાન	Kanger-Ghati-Nationalpark
ઢાંચો:Dts	Vorlage:Dts
કરીમગંજ	Karimganj
કાકરાપાર અણુ શક્તિ મથક	Kernkraftwerk Kakrapar
ભારતની લાઇસન્સ પ્લેટ	Kfz-Kennzeichen (Indien)
ખંભાત	Khambhat
અમદાવાદની ગુફા	Amdavad ni Gufa
એટિયોલેશન	Vergeilung
નિયમ	Niyama
ખેડા જિલ્લો	Kheda (Distrikt)
લાડુ	Laddu
રાજતરંગિણી	Rajatarangini
દૂરદર્શન	Doordarshan
રત્નાગિરી જિલ્લો	Ratnagiri (Distrikt)
અમરાવતી જિલ્લો	Amravati (Distrikt)
ત્રેતાયુગ	Treta-Yuga
પોરબંદર જિલ્લો	Porbandar (Distrikt)
ગાંધીનગર જિલ્લો	Gandhinagar (Distrikt)
અલ્હાબાદ જિલ્લો	Allahabad (Distrikt)
મોતિહારી	Motihari
પંચમહાલ જિલ્લો	Panchmahal (Distrikt)
કોંગ્રેસ	Kongress
પૂર્ણિયા વિભાગ (પ્રમંડલ)	Purnia (Division)
દિલ્હીના મુખ્યમંત્રીઓ	Liste der Chief Minister von Delhi
આત્માની ઊંઘ	Seelenschlaf
નર્મદા જિલ્લો	Narmada (Distrikt)
સોલાપૂર જિલ્લો	Solapur (Distrikt)
ચંદ્રપૂર જિલ્લો	Chandrapur (Distrikt)
જલગાંવ જિલ્લો	Jalgaon (Distrikt)
કોલ્હાપૂર જિલ્લો	Kolhapur (Distrikt)
પુના જિલ્લો	Pune (Distrikt)
જુનાગઢ જિલ્લો	Junagadh (Distrikt)
નવસારી જિલ્લો	Navsari (Distrikt)
ધુલિયા જિલ્લો	Dhule (Distrikt)
તેલ નદી	Tel (Fluss)
ગડચિરોલી જિલ્લો	Gadchiroli (Distrikt)
યવતમાળ જિલ્લો	Yavatmal (Distrikt)
વાશીમ જિલ્લો	Washim (Distrikt)
જાલના જિલ્લો	Jalna (Distrikt)
સરગુજા જિલ્લો	Surguja (Distrikt)
આંધ્ર પ્રદેશના મુખ્યમંત્રીઓ	Liste der Chief Minister von Andhra Pradesh
રાજકોટ જિલ્લો	Rajkot (Distrikt)
પાટણ જિલ્લો	Patan (Distrikt)
શ્રીહરિકોટા	Sriharikota
રાજપીપલા	Rajpipla
ગોઆના મુખ્યમંત્રીઓ	Liste der Chief Minister von Goa
મિઝોરમના મુખ્યમંત્રીઓ	Liste der Chief Minister von Mizoram
મેઘાલયના મુખ્યમંત્રીઓ	Liste der Chief Minister von Meghalaya
કર્ણાટકના મુખ્યમંત્રીઓ	Liste der Chief Minister von Karnataka
કેરળના મુખ્યમંત્રીઓ	Liste der Chief Minister von Kerala
કુશીનગર જિલ્લો	Kushinagar (Distrikt)
કળથી	Pferdebohne
મહેસાણા	Mehsana
સામાન્ય જ્ઞાન	Allgemeinbildung
હીરાકુડ બંધ	Hirakud-Talsperre
સંત કબીર નગર જિલ્લો	Sant Kabir Nagar
લલિતપુર જિલ્લો	Lalitpur (Distrikt, Uttar Pradesh)
લાતૂર જિલ્લો	Latur (Distrikt)
રાષ્ટ્રીય ધોરીમાર્ગો (ભારત)	National Highway (Indien)
સ્તોત્ર	Stotra
સંજીવ કુમાર	Sanjeev Kumar
ઇન્દ્રપ્રસ્થ	Indraprastha
શ્રેણી:સંદિગ્ધ શીર્ષક વાળાં પાનાં	Kategorie:Begriffsklärung
શ્રેણી:મનોવિજ્ઞાન	Kategorie:Psychologie
ચાડિયો	Vogelscheuche
અંબાલિકા	Ambalika
સારન વિભાગ (પ્રમંડલ)	Saran (Division)
વાંકાનેર	Wankaner
કોરબા	Korba (Indien)
ઓડિસી નૃત્ય	Odissi
રાયગડ જિલ્લો	Raigad (Distrikt)
મહેસાણા જિલ્લો	Mahesana (Distrikt)
શિવપુરી	Shivpuri
અંબિકા	Ambika (Mahabharata)
શંકર મહાદેવન	Shankar Mahadevan
પટેલ	Patel
ભારતમાં પરીવહન	Verkehr in Indien
રાધનપુર	Radhanpur
પહલગામ	Pahalgam
મુંબઈ ઉપનગરી જિલ્લો	Mumbai Suburban
હિંગોલી જિલ્લો	Hingoli (Distrikt)
ગરુડ	Adler (Biologie)
કાલી નદી (ઉત્તરાંચલ)	Mahakali (Fluss)
રાત્રિ સ્ખલન	Pollution
સરદાર સરોવર બંધ	Sardar-Sarovar-Talsperre
રમેશ મહેતા	Ramesh Mehta (Schauspieler)
કેન્દુઝર	Keonjhar
નાટ્યશાળા	Schauspielschule
ધનુ રાશી	Schütze (Tierkreiszeichen)
મેવાત જિલ્લો	Mewat (Distrikt)
શીતળા માતા	Shitala
કિન્નોર જિલ્લો	Kinnaur
ઓબેરોય ટ્રાયડેંટ	Trident Oberoi
ઉમેદ ભવન મહેલ	Umaid-Bhavan-Palast
તિરહુત વિભાગ (પ્રમંડલ)	Tirhut
કાંકેર જિલ્લો	Kanker (Distrikt)
પદરૌના	Padrauna
પન્ના જિલ્લો	Panna (Distrikt)
મુંબઈ શહેરી જિલ્લો	Mumbai City
ગડગ જિલ્લો	Gadag (Distrikt)
પ્રહલાદ	Prahlada
લિંગરાજ મંદિર, ભુવનેશ્વર	Lingaraja-Tempel
મુકેશ	Mukesh (Sänger)
તૌરાત	Tawrat
બાહુબલી	Bahubali
સાર્વભૌમ દેશોના રાષ્ટ્રધ્વજોની ચિત્રગેલેરી	Liste der Nationalflaggen
ટીકમગઢ જિલ્લો	Tikamgarh (Distrikt)
પાઘડી	Turban
અધિરથ	Adhiratha
હરિવંશ	Harivamsha
ખલિલાબાદ	Khalilabad
કોલાર જિલ્લો	Kolar (Distrikt)
સતના જિલ્લો	Satna (Distrikt)
ગુલબર્ગ જિલ્લો	Gulbarga (Distrikt)
કળશ	Kalasha (Architektur)
બેટમેન (ચિત્રકથા)	Batman
અંબા	Amba (Mythologie)
મામૂટી	Mammootty
વિરસા મુંડા	Birsa Munda
ડી. ડી. કૌશામ્બી	Damodar Dharmananda Kosambi
એકલિંગજી	Eklingji
અલવાર	Alwar
સુનિધિ ચૌહાણ	Sunidhi Chauhan
મહારાણા પ્રતાપ	Pratap Singh
વડા	Vada (Gericht)
પ્રગતિ મેદાન, દિલ્હી	Pragati Maidan
સુદર્શન ચક્ર	Chakra (Wurfscheibe)
લીંબુનું અથાણું	Salzzitronen
યશવંત સિન્હા	Yashwant Sinha
એસ.ડી. બર્મન	Sachin Dev Burman
હેમસેટ	OSCAR 52
ડો. કે. રાધાકૃષ્ણન	K. Radhakrishnan
રામ પ્રસાદ બિસ્મિલ	Ram Prasad Bismil
મહાત્મા ગાંધી સેતુ (બિહાર)	Mahatma Gandhi Setu
રણથંભોરનો કિલ્લો	Festung Ranthambhor
કટોકટી કાળ (ભારત)	Ausnahmezustand in Indien 1975–77
કર્ણ	Karna (Mythologie)
કારવાર	Karwar
કૃતજ્ઞતા	Dankbarkeit
ચન્દૌલી	Chandauli
ચન્દૌલી જિલ્લો	Chandauli (Distrikt)
ચામરાજનગર	Chamarajanagar
તલ	Sesam
માંડ્યા જિલ્લો	Mandya (Distrikt)
બાદિયાન	Echter Sternanis
શ્રેણી:સંસ્કૃતિ	Kategorie:Kultur
કણ્ણૂર જિલ્લો	Kannur (Distrikt)
શિમોગા જિલ્લો	Shimoga (Distrikt)
જામનગર જિલ્લો	Jamnagar (Distrikt)
દશાંશ સંખ્યા પ્રણાલી	Indische Zahlschrift
પીપળો	Pappel-Feige
પ્રાણ (અભિનેતા)	Pran (Schauspieler)
ઢાંચો:સૌરમંડળ	Vorlage:Navigationsleiste Sonnensystem
વિકિપીડિયા:HotCat	Wikipedia:Helferlein/HotCat
કૈલાશ સત્યાર્થી	Kailash Satyarthi
ત્રિશૂલ	Trishula
ભારતીય સામાન્ય ચૂંટણી, ૨૦૧૪	Parlamentswahl in Indien 2014
ઢાંચો:Location map India Gujarat	Vorlage:Positionskarte Indien Gujarat
ઢાંચો:Location map India Jammu and Kashmir	Vorlage:Positionskarte Indien Jammu und Kashmir
ઇજનેરી મહાવિદ્યાલય, પુણે	College of Engineering Pune
ચાઇનીઝ માર્શલ આર્ટ્સ	Chinesische Kampfkünste
અશોક કુમાર	Ashok Kumar (Schauspieler)
સલગમ	Speiserübe
ઢાંચો:ઉક્તિ	Vorlage:Zitat
કેરી	Mango
દંતેવાડા	Dantewada
સર્જિયો માત્તારેલા	Sergio Mattarella
ઢાંચો:Location map Scotland	Vorlage:Positionskarte Schottland
વિકિપીડિયા:પ્રબંધક	Wikipedia:Administratoren
શ્રેણી:વ્યક્તિત્વ	Kategorie:Person
શ્રેણી:Pages with malformed coordinate tags	Kategorie:Wikipedia:Fehlerhafte Auszeichnung zu Koordinaten
શ્રેણી:કલા	Kategorie:Kunst
ઇજિપ્ત	Ägypten
વિકિપીડિયા:સંદિગ્ધ શીર્ષક	Wikipedia:Begriffsklärung
વિકિપીડિયા:શ્રેણી	Wikipedia:Kategorien
રવીન્દ્ર પ્રભાત	Ravindra Prabhat
વિકિપીડિયા:વિકિપરિયોજના	Wikipedia:WikiProjekt
ઢાંચો:Bot	Vorlage:Bot
વિકિપીડિયા:વિકિપીડિયા શું નથી	Wikipedia:Was Wikipedia nicht ist
કેનેડા	Kanada
વિકિપીડિયા:પ્રકાશનાધિકાર	Wikipedia:Lizenzbestimmungen
વિકિપીડિયા:પ્રબંધકોનું સૂચનપટ	Wikipedia:Administratoren/Anfragen
શ્રેણી:યુરોપ	Kategorie:Europa
ઢાંચો:Documentation	Vorlage:Dokumentation
શ્રેણી:સભ્યોની ભાષાઓ	Kategorie:Benutzer:nach Sprache
વિકિપીડિયા:પાયાના પાંચ સિદ્ધાંત	Wikipedia:Grundprinzipien
વિકિપીડિયા:નિષ્પક્ષ દૃષ્ટિકોણ	Wikipedia:Neutraler Standpunkt
વિકિપીડિયા:પ્રારંભિક સંશોધન નહીં	Wikipedia:Keine Theoriefindung
વિકિપીડિયા:નોંધનીયતા	Wikipedia:Relevanzkriterien
વિકિપીડિયા:બાહ્ય કડીઓ	Wikipedia:Weblinks
વિકિપીડિયા:સહીઓ	Hilfe:Signatur
વિકિપીડિયા:નોંધનીયતા (વ્યક્તિ કે લોકો)	Wikipedia:Archiv/Themendiskussion/Biografie
વિકિપીડિયા:જીવંત વ્યક્તિઓનું જીવન ચરિત્ર	Wikipedia:Artikel über lebende Personen
મદદ:Footnotes	Hilfe:Einzelnachweise
આલિયા ભટ્ટ	Alia Bhatt
કણ્ણૂર	Kannur
ઢાંચો:Softredirect	Vorlage:Interwiki redirect
ઢાંચો:Delete	Vorlage:Löschen
ઢાંચો:Please leave this line alone (sandbox heading)	Vorlage:Bitte erst NACH dieser Zeile schreiben! (Begrüßungskasten)
ન્યાયશાસ્ત્ર	Rechtswissenschaft
શ્રેણી:ભાષાઓ	Kategorie:Einzelsprache als Thema
શ્રેણી:વિકિપીડિયા	Kategorie:Wikipedia
વિકિપીડિયા:General disclaimer	Wikipedia:Impressum
શ્રેણી:તૂટી ફાઈલ કડીઓને સાથે પાના	Kategorie:Wikipedia:Defekter Dateilink
વિકિપીડિયા:ટેમ્પ્લેટ સૂચનાઓ	Wikipedia:Textbausteine
ઢાંચો:Navbox	Vorlage:Erweiterte Navigationsleiste
નર્મદા કેનાલ ટોપ સોલાર પાવર પ્રોજેક્ટ	Kanal-Solarstrom-Projekt
ઢાંચો:Track listing	Vorlage:Titelliste
ઢાંચો:0	Vorlage:0
ઢાંચો:Clear	Vorlage:Absatz
ઢાંચો:Nowrap	Vorlage:Nowrap
ઢાંચો:Anchor	Vorlage:Anker
વિકિપીડિયા:દરેક ભાષાના વિકિપીડિયામાં હોય એવા પ્રારંભિક લેખોની યાદી	Wikipedia:Artikel, die es in allen Wikipedias geben sollte
શ્રેણી:આફ્રિકા	Kategorie:Afrika
શ્રેણી:જુલાઇ	Kategorie:Juli
શ્રેણી:જૂન	Kategorie:Juni
ઢાંચો:વિકિસ્રોત	Vorlage:Wikisource
ઢાંચો:Babel	Vorlage:Babel
ઢાંચો:Commons	Vorlage:Commons
વિકિપીડિયા:સંદર્ભ	Wikipedia:Literatur
ઢાંચો:See also	Vorlage:Siehe auch
ઢાંચો:User de	Vorlage:User de
ઢાંચો:User de-1	Vorlage:User de-1
ઢાંચો:User en-3	Vorlage:User en-3
ઢાંચો:User en-2	Vorlage:User en-2
ઢાંચો:User en-4	Vorlage:User en-4
ઢાંચો:User en	Vorlage:User en
ઢાંચો:User de-2	Vorlage:User de-2
ઢાંચો:User hi-1	Vorlage:User hi-1
ઢાંચો:User tr	Vorlage:User tr
ઢાંચો:User fr	Vorlage:User fr
શ્રેણી:ફેબ્રુઆરી	Kategorie:Februar
શ્રેણી:એશિયા	Kategorie:Asien
શ્રેણી:ચીલી	Kategorie:Chile
ઢાંચો:Mod	Vorlage:Modulo
શ્રેણી:૧૯૧૦	Kategorie:1910
ઢાંચો:Infobox football club	Vorlage:Infobox Fußballklub
ઢાંચો:સ્વાગત	Vorlage:Willkommen
ઢાંચો:Football kit	Vorlage:Football kit
ઢાંચો:Click	Vorlage:Click
ઢાંચો:Image label	Vorlage:Image label
ઢાંચો:માહિતીચોકઠું કેન્દ્રીય બેંક	Vorlage:Infobox Zentralbank
ઢાંચો:Infobox television	Vorlage:Infobox Fernsehsendung
ઢાંચો:Hide in print	Vorlage:Nicht drucken
ઢાંચો:Infobox magazine	Vorlage:Infobox Publikation
ઢાંચો:Infobox school	Vorlage:Infobox Schule
ઢાંચો:User hi-3	Vorlage:User hi-3
ઢાંચો:માહિતીચોકઠું દેશ	Vorlage:Infobox Staat
ઢાંચો:Infobox Software	Vorlage:Infobox Software
ઢાંચો:Infobox airline	Vorlage:Infobox Fluggesellschaft
ઢાંચો:Str left	Vorlage:Str left
ઢાંચો:Str sub long	Vorlage:Str sub
ઢાંચો:Audio	Vorlage:Audio
ઢાંચો:Nom	Vorlage:Nominiert
ઢાંચો:Cite paper	Vorlage:Cite journal
ઢાંચો:માહિતીચોકઠું કંપની	Vorlage:Infobox Unternehmen
ઢાંચો:Cite news	Vorlage:Cite news
ઢાંચો:Family tree	Vorlage:Stammbaum
ઢાંચો:ઉમદા લેખ	Vorlage:Exzellent
શ્રેણી:પેરિસ	Kategorie:Paris
શ્રેણી:User en-4	Kategorie:User en-4
શ્રેણી:User en	Kategorie:User en
શ્રેણી:User en-2	Kategorie:User en-2
ઢાંચો:Infobox	Vorlage:Infobox
ઢાંચો:Str crop	Vorlage:Str crop
ઢાંચો:User zh	Vorlage:User zh
ઢાંચો:Legend	Vorlage:Farblegende
ઢાંચો:Cite web	Vorlage:Cite web
ઢાંચો:Infobox bridge	Vorlage:Infobox Brücke
ઢાંચો:વિજયી	Vorlage:Gewonnen
ઢાંચો:GeoTemplate	Vorlage:GeoTemplate
ઢાંચો:Wiktionary	Vorlage:Wiktionary
શ્રેણી:User hi	Kategorie:User hi
શ્રેણી:હિન્દી ચલચિત્ર	Kategorie:Indischer Film
ઢાંચો:પુરાતન દુનિયાની સાત અજાયબીઓ	Vorlage:Navigationsleiste Weltwunder
ઢાંચો:Infobox settlement	Vorlage:Infobox Ort
ઢાંચો:ITIS	Vorlage:ITIS
ઢાંચો:Other uses	Vorlage:Begriffsklärungshinweis
પીઠનો દુખાવો	Rückenschmerzen
વિકિપીડિયા:Text of the GNU Free Documentation License	Wikipedia:GNU Free Documentation License
ઢાંચો:Infobox protected area	Vorlage:Infobox Nationalpark
ઢાંચો:Family tree/end	Vorlage:Stammbaum/Ende
વિકિપીડિયા:મારે સભ્ય શા માટે થવું જોઇએ?	Hilfe:Benutzerkonto anlegen
ઢાંચો:ParmPart	Vorlage:ParmPart
ઢાંચો:Infobox dog breed	Vorlage:Infobox Hunderasse
ઢાંચો:Infobox planet	Vorlage:Infobox Planet
શ્રેણી:જાન્યુઆરી	Kategorie:Januar
ઢાંચો:આવર્ત કોષ્ટક	Vorlage:Navigationsleiste Periodensystem
ઢાંચો:Lang-fa	Vorlage:FaS
ઢાંચો:User nl	Vorlage:User nl
ઢાંચો:માહિતીચોકઠું વેબસાઇટ	Vorlage:Infobox Website
ઢાંચો:Image label end	Vorlage:Image label end
ઢાંચો:Talk header	Vorlage:Diskussionsseite
ઢાંચો:માહિતીચોકઠું વિશ્વ ધરોહર સ્થળ	Vorlage:Infobox Welterbe
ઢાંચો:Infobox astronaut	Vorlage:Infobox Raumfahrer
ઢાંચો:Str len	Vorlage:Str len
ઢાંચો:Purge	Vorlage:Purge
ઢાંચો:MedalSport	Vorlage:MedalSport
ઢાંચો:Lang-de	Vorlage:DeS
ઢાંચો:Infobox building	Vorlage:Infobox Bauwerk
ઢાંચો:Lang-el	Vorlage:GrS
શ્રેણી:ગુજરાતના જિલ્લાઓ	Kategorie:Distrikt in Gujarat
શ્રેણી:વિયેતનામમાં એરપોર્ટ	Kategorie:Flughafen in Vietnam
ઢાંચો:Emergency-bot-shutoff	Vorlage:Emergency-bot-shutoff
ઢાંચો:Image label small	Vorlage:Image label small
ઢાંચો:Nihongo	Vorlage:Nihongo
ઢાંચો:Infobox military unit	Vorlage:Infobox Militärische Einheit
ઢાંચો:Infobox stadium	Vorlage:Infobox Stadion
ઢાંચો:Infobox International Football Competition	Vorlage:Infobox Fußballwettbewerb
ઢાંચો:Infobox tennis player	Vorlage:Infobox Tennisspieler
શ્રેણી:ભારતના રાષ્ટ્રપતિ	Kategorie:Staatspräsident (Indien)
ઢાંચો:Infobox UK place	Vorlage:Infobox Ort im Vereinigten Königreich
ઢાંચો:અઠવાડિયાના વારનાં નામો	Vorlage:Navigationsleiste Wochentage
ઉપનિષદ	Upanishaden
ઢાંચો:Infobox game	Vorlage:Infobox Spiel
ઢાંચો:Lang-ru	Vorlage:RuS
ઢાંચો:Country data East Germany	Vorlage:Olympiabilanz
ઢાંચો:@	Vorlage:@
શ્રેણી:Images	Kategorie:Wikipedia:Bilder
ઢાંચો:Polytonic	Vorlage:Polytonisch
ઢાંચો:Family tree/start	Vorlage:Stammbaum/Start
ઢાંચો:સંદિગ્ધ શીર્ષક	Vorlage:Begriffsklärung
ઢાંચો:No	Vorlage:Nein-Feld
ઢાંચો:Doi	Vorlage:DOI
ઢાંચો:Partial	Vorlage:Teilweise-Feld
ઢાંચો:Infobox film	Vorlage:Infobox Film
ઢાંચો:ભારતના રાષ્ટ્રપતિ	Vorlage:Navigationsleiste Indischer Staatspräsident
ઢાંચો:Nutritionalvalue	Vorlage:Infobox Inhaltsstoffe
ઢાંચો:User sandbox	Vorlage:Benutzerspielwiese
ઢાંચો:Infobox organisation	Vorlage:Infobox Verband
ઢાંચો:Audio-IPA	Vorlage:Audio-IPA
ઢાંચો:CategoryTOC	Vorlage:TOC Kategorie
ઢાંચો:Infobox treaty	Vorlage:Infobox Völkerrechtlicher Vertrag
ઢાંચો:Str rightc	Vorlage:Str rightc
ઢાંચો:Infobox museum	Vorlage:Infobox Museum
ઢાંચો:Lang-fr	Vorlage:FrS
ઢાંચો:FRA	Vorlage:FRA
ઢાંચો:Pending	Vorlage:Ausstehend
ઢાંચો:?	Vorlage:?
શ્રેણી:કેરળ	Kategorie:Kerala
ઢાંચો:Convert	Vorlage:Einheitenumrechnung
ઢાંચો:Infobox football tournament	Vorlage:Infobox Fußballturnier
ઢાંચો:Coord	Vorlage:Coordinate
ઢાંચો:Dmoz	Vorlage:Dmoz
ઢાંચો:યુરોપ	Vorlage:Navigationsleiste Staaten in Europa
શ્રેણી:User fr	Kategorie:User fr
શ્રેણી:User hi-3	Kategorie:User hi-3
શ્રેણી:सदस्य hi-2	Kategorie:User hi-2
શ્રેણી:User fr-N	Kategorie:User fr-M
શ્રેણી:User hi-N	Kategorie:User hi-M
ઢાંચો:Cite video	Vorlage:Cite video
ઢાંચો:IncreaseNegative	Vorlage:GestiegenNegativ
શ્રેણી:Wikipedia cleanup	Kategorie:Wikipedia:Überarbeiten
શ્રેણી:User de	Kategorie:User de
શ્રેણી:User en-3	Kategorie:User en-3
શ્રેણી:User en-N	Kategorie:User en-M
ઢાંચો:N/a	Vorlage:N/A-Feld
પોરબંદર	Porbandar
ઢાંચો:Location map Greater London	Vorlage:Positionskarte England Greater London
ઢાંચો:માહિતીચોકઠું રોગ	Vorlage:Infobox ICD
ઢાંચો:Weather box	Vorlage:Klimatabelle
ઢાંચો:Wikivoyage	Vorlage:Wikivoyage
શ્રેણી:નવેમ્બર	Kategorie:November
પાણી (અણુ)	Eigenschaften des Wassers
ઢાંચો:User ta	Vorlage:User ta
શ્રેણી:માર્ચ	Kategorie:März
શ્રેણી:સપ્ટેમ્બર	Kategorie:September
શ્રેણી:ઓક્ટોબર	Kategorie:Oktober
શ્રેણી:ડિસેમ્બર	Kategorie:Dezember
શ્રેણી:ઓગસ્ટ	Kategorie:August
શ્રેણી:મે	Kategorie:Mai
ઢાંચો:Rp	Vorlage:Rp
શ્રેણી:ઇંગ્લેન્ડ	Kategorie:England
અર્થીંગ	Erder
શ્રેણી:એપ્રિલ	Kategorie:April
ઢાંચો:Str ≥ len	Vorlage:Str ≥ len
ઢાંચો:String templates see also text	Vorlage:Navigationsleiste Zeichenketten-Vorlagen
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Kategorie:Weltkulturerbe in Indien
ઢાંચો:Infobox government agency	Vorlage:Infobox Behörde
શ્રેણી:User ru	Kategorie:User ru
શ્રેણી:User ru-3	Kategorie:User ru-3
શ્રેણી:1533 જન્મો	Kategorie:Geboren 1533
શ્રેણી:User tr	Kategorie:User tr
શ્રેણી:User tr-N	Kategorie:User tr-M
ઢાંચો:Lang	Vorlage:Lang
શ્રેણી:દિલ્હી	Kategorie:Delhi
ઢાંચો:OCLC	Vorlage:OCLC
પાલી	Pali (Rajasthan)
ઢાંચો:Infobox River	Vorlage:Infobox Fluss
શ્રેણી:1986 જન્મો	Kategorie:Geboren 1986
ઢાંચો:Location map India Orissa	Vorlage:Positionskarte Indien Odisha
ઢાંચો:BSE Sensex	Vorlage:Navigationsleiste Unternehmen im BSE Sensex
માધવસિંહ સોલંકી	Madhavsinh Solanki
પાલીતાણા	Palitana
ઢાંચો:Lang-hi	Vorlage:HiS
ઢાંચો:RUS	Vorlage:RUS
ઢાંચો:Family tree/step2	Vorlage:Stammbaum/step2
ઢાંચો:Cite EB1911	Vorlage:EB1911
ઢાંચો:User ur	Vorlage:User ur
ઢાંચો:DecreasePositive	Vorlage:GefallenPositiv
શ્રેણી:રાષ્ટ્રધ્વજો	Kategorie:Nationalflagge
શ્રેણી:રાસાયણિક તત્વો	Kategorie:Chemisches Element
શ્રેણી:Articles with dead external links	Kategorie:Wikipedia:Defekte Weblinks
શ્રેણી:નેપાળ	Kategorie:Nepal
શ્રેણી:અલ્હાબાદના લોકો	Kategorie:Person (Allahabad)
શ્રેણી:મહાસાગર	Kategorie:Ozean
શ્રેણી:અંક પદ્ધતિ	Kategorie:Zahlensystem
શ્રેણી:ગોઆ	Kategorie:Goa
શ્રેણી:કર્ણાટક	Kategorie:Karnataka
શ્રેણી:છત્તીસગઢ	Kategorie:Chhattisgarh
શ્રેણી:ગુજરાત	Kategorie:Gujarat
શ્રેણી:ઝારખંડ	Kategorie:Jharkhand
શ્રેણી:તમિલનાડુ	Kategorie:Tamil Nadu
શ્રેણી:મધ્ય પ્રદેશ	Kategorie:Madhya Pradesh
શ્રેણી:મિઝોરમ	Kategorie:Mizoram
શ્રેણી:રાજસ્થાન	Kategorie:Rajasthan
શ્રેણી:સિક્કિમ	Kategorie:Sikkim
શ્રેણી:હરિયાણા	Kategorie:Haryana
શ્રેણી:ઉત્તર પ્રદેશ	Kategorie:Uttar Pradesh
શ્રેણી:મેઘાલય	Kategorie:Meghalaya
શ્રેણી:પશ્ચિમ બંગાળ	Kategorie:Westbengalen
શ્રેણી:ઑડિશા	Kategorie:Odisha
શ્રેણી:પ્રાણીઓ	Kategorie:Vielzellige Tiere
કાલકા-શિમલા રેલ્વે	Kalka-Shimla Railway
બલિયા	Ballia
ધૂમ્રપાન	Tabakrauchen
ઢાંચો:MedalCompetition	Vorlage:MedalCompetition
શ્રેણી:હિમાલય	Kategorie:Himalaya
શ્રેણી:ઍન્ટાર્કટીકા	Kategorie:Antarktika
ઢાંચો:Wikiversity	Vorlage:Wikiversity
ઢાંચો:Tnull	Vorlage:Tnl
શ્રેણી:નાગાલેંડ	Kategorie:Nagaland
શ્રેણી:જમ્મુ અને કાશ્મીર	Kategorie:Jammu und Kashmir
શ્રેણી:મણિપુર	Kategorie:Manipur
શ્રેણી:મહારાષ્ટ્ર	Kategorie:Maharashtra
શ્રેણી:અરુણાચલ પ્રદેશ	Kategorie:Arunachal Pradesh
શ્રેણી:હિમાચલ પ્રદેશ	Kategorie:Himachal Pradesh
શ્રેણી:આંધ્ર પ્રદેશ	Kategorie:Andhra Pradesh
શ્રેણી:આસામ	Kategorie:Assam
ધ પ્રોડિજિ	The Prodigy
રાણકી વાવ	Rani Ki Vav
વર્ણવ્યવસ્થા	Varna (Kaste)
ઢાંચો:Lang-or	Vorlage:OrS
શ્રેણી:ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Kategorie:Indischer Bundesstaat
ઢાંચો:Pad	Vorlage:Pad
