Yn Affrick	Afrika
Atlantic Airways	Atlantic Airways
Wikipedia:Kanys duillag dy reaghey	Hilfe:Seite bearbeiten
Fillee beg	Kilt
Beetys shugyr	Zuckerrübe
Bnei Brak	Bnei Berak
Herzliya	Herzlia
Macro-hengey ISO 639	Makrosprache (ISO 639)
Prowaltys Hershey-Chase	Hershey-Chase-Experiment
Sheeinteyder	Bluse
Cooat	Jacke
Cabbash chraplit	Wirsing
Bertie Ahern	Bertie Ahern
Crosh Yiarn	Eisernes Kreuz
Karlheinz Stockhausen	Karlheinz Stockhausen
Ushylagh killag	Cytoskelett
Eretz Israel	Eretz Israel
Spirited Away	Chihiros Reise ins Zauberland
Kronstadt	Kronstadt (Russland)
Alfalfey	Luzerne
Powys	Powys
65489 Ceto	(65489) Ceto
Penshyn	Pension (Altersversorgung)
Ardmarragh jiarg	Admiral (Schmetterling)
Billey rubbyr	Kautschukbaum
Çhengaghyn Oogragh	Ugrische Sprachen
Beih argid	Hänge-Birke
Unjin (billey)	Gemeine Esche
Blaa arroo	Kornblume
Shykey	Berg-Ahorn
Cabbag Pherick	Breitwegerich
Rumex	Ampfer
Ruyag veg	Kleiner Fuchs
Burley geuree	Barbarakräuter
Billey shapaanagh	Zierquitten
Booa ghone	Gewöhnlicher Erdrauch
Ard-firryn jiarg	Purpurrote Taubnessel
Beih yiarg	Moor-Birke
Ard-firryn bane	Weiße Taubnessel
Beih veg	Zwerg-Birke
Blaa slaanee	Löwenmäuler
Billey coyin	Schwedischer Hartriegel
Lomonosov, y Roosh	Lomonossow
Burley cleiyee	Weg-Rauke
Brabbanagh	Blaues Pfeifengras
Cleaysh lughagh	Gewöhnliches Hornkraut
Cabbash veein	Melden
Bossan argid	Gänsefingerkraut
Bossan keylley	Wald-Sanikel
Barrag wuigh	Gelber Hornmohn
Ellan Noo Perick	St. Patrick’s Isle
Cabbag ny jeeiginyn	Fluss-Ampfer
Cleaysh vuc	Gewöhnliche Osterluzei
An Ghaeltacht	Gaeltacht
Balley Chashtal	Castletown (Isle of Man)
Barbrag	Gewöhnliche Berberitze
Bee cooag	Waldsauerklee
Crouw-vlaaghey	Traube
Foillycan yn onnane	Distelfalter
Billey cornel	Kornelkirsche
Peacag	Tagpfauenauge
Balsym buigh	Großes Springkraut
Arroghyr	Chilenische Araukarie
Cappan y druight	Weicher Frauenmantel
Bossan tessen	Gewimpertes Kreuzlabkraut
Hetra-veeagheyder	Heterotrophie
Steve McQueen	Steve McQueen (Schauspieler)
Blaa boalley	Goldlack
Baboon	Paviane
Faro	Faro
Billey niau	Götterbaum
Harral Godwinson	Harald II. (England)
Burleek ushtey	Blauer Wasser-Ehrenpreis
Queiggey Lion	Leinster
Billey masthag	Mastixstrauch
Inbhir Nis	Inverness
Amhrán na bhFiann	Amhrán na bhFiann
Ruble Belarooshagh	Weißrussischer Rubel
Sarcopterygii	Fleischflosser
Sheshengoaylleeaght	Soziolinguistik
Brattagh ny Shillee	Flagge Chiles
Billey smeyr	Schwarze Maulbeere
Billey ny coyin	Roter Hartriegel
Vervine (lus)	Echtes Eisenkraut
Guilckagh (lus)	Stechender Mäusedorn
Gorrymag chadjin	Hauhechel-Bläuling
Cadee lheeanagh	Schmalblättriges Wollgras
Mango	Mangos
Queiggey Cherkasy	Oblast Tscherkassy
Reeriaght ny Bretyn Mooar	Königreich Großbritannien
Cullee choshey	Fußbekleidung
Coontae Chorkee	County Cork
Colin Firth	Colin Firth
Ard-losserey	Gundermann
Cabbag lhean	Stumpfblättriger Ampfer
Negev	Negev
Polygala vulgaris	Gewöhnliche Kreuzblume
Billey plaaney	Platanen
Sant-Maloù	Saint-Malo
Jessica Biel	Jessica Biel
Queiggey Kherson	Oblast Cherson
Hugh Grant	Hugh Grant
Doirrey	Derry
Kópavogur	Kópavogur
Plantago coronopus	Krähenfuß-Wegerich
Bossan ingyr	Frühlings-Hungerblümchen
Ard-firryn breck	Gefleckte Taubnessel
TV Breizh	TV Breizh
Buighan shellee	Fichtenspargel
Bossan friogganagh	Subularia aquatica
Blaa ny jeeigey	Sumpf-Heusenkraut
Burleek	Bachbunge
Burley garroo	Rauhaarige Gänsekresse
Bossan gennish	Alpen-Sockenblume
Jadowniki, Queiggey ny Polynn Beg	Jadowniki (Brzesko)
Bossan ny jeeigey	Sechsmänniger Tännel
Queiggey Lviv	Oblast Lwiw
Queiggey Connaghtey	Connacht
Kione (grammeydys)	Subjekt (Grammatik)
Shillish	Vogel-Kirsche
Beta vulgaris	Rübe (Art)
Erysimum	Schöteriche
Caayl ny marrey	Echter Meerkohl
Bugogue varrey	Sanddorn
Billey shillish figgagh	Gewöhnliche Traubenkirsche
Beetys	Rote Bete
Bananey garroo	Kochbanane
Eudicotyledonae	Eudikotyledonen
Steornavaie	Stornoway
Plastaid	Plastid
Fort Lauderdale, Florida	Fort Lauderdale
Heertçh	St. Kilda (Schottland)
Co-heshaght Dellal Seyr Oarpagh	Europäische Freihandelsassoziation
Queiggey Vinnytsia	Oblast Winnyzja
H. H. Asquith	Herbert Henry Asquith
Corys parlamaidagh	Parlamentarisches Regierungssystem
Gorllewin Morgannwg	West Glamorgan
Kistershee	Zisterzienser
Plouganoù	Plougasnou
Lhune ooyl	Apfelschaumwein
Meg Ryan	Meg Ryan
Frans Hals	Frans Hals
Nahariya	Naharija
Queiggey Volyn	Oblast Wolhynien
Queiggey Chernihiv	Oblast Tschernihiw
Trooid-ghaalaghey	Transpiration
Modi'in Illit	Modi’in Illit
Moan	Anglesey
Zblewo	Zblewo
Eeast scowanagh	Lungenfische
The Goon Show	Goon Show
Pobblaght Hoveidjagh Hoshiallagh ny Kassaghstaan	Kasachische Sozialistische Sowjetrepublik
Penmarc'h	Penmarch
Ten Canoes	10 Kanus, 150 Speere und 3 Frauen
Mooir yn Amlee	Sargassosee
Queiggey Poltava	Oblast Poltawa
Howard Phillips Lovecraft	H. P. Lovecraft
Brattagh São Tomé as Príncipe	Flagge von São Tomé und Príncipe
Coontae ny Galliu	County Galway
Queiggey Kyiv	Oblast Kiew
Surransagh (grammeydys)	Rezipiens
Queiggey Zakarpattia	Oblast Transkarpatien
Yn Çhaayr	Chester
Queiggey Sumy	Oblast Sumy
Armys ny Polynn	Wappen Polens
Taganrog	Taganrog
Lofsöngur	Lofsöngur
Queiggey Kharkiv	Oblast Charkiw
Queiggey Dnipropetrovsk	Oblast Dnipropetrowsk
Mirril	Wunder
Pobblaght Hoveidjagh Hoshiallagh ny Moldaav	Moldauische Sozialistische Sowjetrepublik
Crackan-oaylleeaght	Dermatologie
The Princess and the Frog	Küss den Frosch
Queiggey Khmelnytskyi	Oblast Chmelnyzkyj
Queiggey Zaporizhia	Oblast Saporischschja
Ashdod	Aschdod
Coondaeghyn Hostyn	Grafschaft (England)
Queiggey Odessa	Oblast Odessa
Queiggey Luhansk	Oblast Luhansk
Lady and the Tramp	Susi und Strolch
Arrane Ashoonagh ny h-Argenteen	Himno Nacional Argentino
Reeriaght ny h-Iddaal	Königreich Italien (1861–1946)
Coigee	Webstuhl
Coontae Cheeill Darey	County Kildare
Mooir Weddell	Weddell-Meer
Éamon de Valera	Éamon de Valera
Queiggey Ternopil	Oblast Ternopil
Coontae Ghivlyn	County Dublin
Abbey Road	Abbey Road
Pobblaght Hoveidjagh Hoshiallagh ny Litaan	Litauische Sozialistische Sowjetrepublik
Queiggey Rivne	Oblast Riwne
Reeriaght Unnaneysit ny Bretyn Mooar as Nerin	Vereinigtes Königreich Großbritannien und Irland
Hemichordata	Kiemenlochtiere
Mary McAleese	Mary McAleese
Ocseed vercur	Quecksilber(II)-oxid
Farang	Pharynx
Michael Moore	Michael Moore
Cass (grammeydys)	Objekt (Grammatik)
Aahjioogh	Luftröhre
Matt Damon	Matt Damon
Cleeah (cowrey)	Doppelkreuz (Schriftzeichen)
Cappan FIFA y Theihll 2010	Fußball-Weltmeisterschaft 2010
Edward Carson	Edward Carson
Ocseed ollymin	Aluminiumoxid
An Fál Carrach	Falcarragh
Speied	Spézet
Otradny, Queiggey Samara	Otradny
Purt Aer Ghivlyn	Flughafen Dublin
Queiggey Ivano-Frankivsk	Oblast Iwano-Frankiwsk
Coontae Limmeragh	County Limerick
Chris Evans (aghteyr)	Chris Evans
Kentreen	Zentriol
Fuzûlî	Fuzūlī
Coontae Vay Eo	County Mayo
Kristen Bell	Kristen Bell
Lisa Kudrow	Lisa Kudrow
Ooig-oaylleeaght	Speläologie
Steat unnaneagh	Einheitsstaat
Coontae Shliggee	County Sligo
Coontae Ghoon ny Ghoal	County Donegal
Coontae Ros Comain	County Roscommon
Shicklaahengoaylleeaght	Psycholinguistik
Sulfeed vercur	Quecksilbersulfid
Euar	Europäische Eibe
Reeriaght Hostyn	Königreich England
Mwaagh slieau	Schneehase
Heertçh (ellan)	Hirta
Corsaid	Korsett
Coontae Cheeill Chennee	County Kilkenny
Vertebra	Wirbel (Anatomie)
Christopher Lee	Christopher Lee
Coondaeghyn jesh-chliaghtagh Hostyn	Zeremonielle Grafschaften Englands
Elmint	Element
Truru	Truro (Cornwall)
Natalie Wood	Natalie Wood
Queiggey Kirovohrad	Oblast Kirowohrad
Keisht haaue jeeragh	Puzzle
Teri Hatcher	Teri Hatcher
Amniota	Amnioten
Queiggey Mykolaiv	Oblast Mykolajiw
Eliezer Ben-Yehuda	Eliezer Ben-Jehuda
Please Please Me	Please Please Me
Coontae yn Chlaair	County Clare
Coontae Chaarlagh	County Carlow
Sheelaght	Silbenschrift
With the Beatles	With the Beatles
Camphire	Hennastrauch
Çhengoaylleeaght cho-earrooagh	Computerlinguistik
Coontae Cheeill Mantan	County Wicklow
Coontae ny h-Eearvee	County Westmeath
Cluain Ioraird	Clonard
Cercopithecidae	Meerkatzenverwandte
Tree cassyn	Triskele
Coontae Lhoo	County Louth
Coontae ny Mee	County Meath
Purt Largey	Waterford
Christina Ricci	Christina Ricci
Raisoam	Rhizom
Coontae Uíbh Fhailí	County Offaly
Coontae Cherree	County Kerry
Coontae Phurt Largey	County Waterford
Coontae Logh Garman	County Wexford
Coontae Hybbyrt Aarey	County Tipperary
Jeihagane	Zehneck
Cloreed potashum	Kaliumchlorid
Ogham	Ogham
The Aristocats	Aristocats
Coontae Vuinaghan	County Monaghan
Kareena Kapoor	Kareena Kapoor
Myn-ockle	Partikel (Grammatik)
Cowrey Israel	Wappen Israels
Croghaneyn-crooin y Reeriaght Unnaneysit	Kronbesitzungen der britischen Krone
Abjad	Konsonantenschrift
Kione çheerey	Kap
Brian Cowen	Brian Cowen
Caghlaa-stayd	Phasenübergang
Slyst Haifa	Bezirk Haifa
Coontae yn Lhongfort	County Longford
Brattagh Vannin	Flagge der Isle of Man
Carl Larsson	Carl Larsson
Armys Nerin	Wappen der Republik Irland
Coontae yn Chavan	County Cavan
Álvaro Uribe Vélez	Álvaro Uribe Vélez
Lusitania (lhong)	RMS Lusitania
Keyllys Kerch	Straße von Kertsch
Ammyr Vristol	Bristolkanal
Mary Robinson	Mary Robinson
Pesmad	Pastinak
Impiraght ny Shapaan	Japanisches Kaiserreich
Slyst Yiass, Israel	Südbezirk (Israel)
Slyst Veanagh, Israel	Zentralbezirk (Israel)
Bolgan (bea-oaylleeaght)	Vesikel (Biologie)
Klaksvík	Klaksvík
Coontae Aontrym	County Antrim
Vigdís Finnbogadóttir	Vigdís Finnbogadóttir
Aane ushtey	Lebermoose
Coontae Aberdon	Aberdeenshire
Slyst Hwoaie, Israel	Nordbezirk (Israel)
Flagellum	Flagellum
Shliggagh	Sligo
Carboanaayt sodjum	Natriumcarbonat
Blaa villish	Wildes Stiefmütterchen
Co-assee	Allelopathie
Çhengoaylleeaght hennaghyssagh	Historische Linguistik
Christopher Plummer	Christopher Plummer
Vicente Fox	Vicente Fox
Coontae 'er Managh	County Fermanagh
Coontae yn Doon	County Down
Kentrosoom	Zentrosom
Petah Tikva	Petach Tikwa
Bootys	Stiefel
Lus lussagh	Krautige Pflanze
Billey feeyney	Weinreben
Bussal mwannal	Schal
Króna Faaroagh	Färöische Krone
Thunney	Tonne (Einheit)
Zooey Deschanel	Zooey Deschanel
The Lion King II: Simba's Pride	Der König der Löwen 2 – Simbas Königreich
Taoiseach	Taoiseach
Eaghtyrane ny Frank	Staatspräsident (Frankreich)
Pobblaght Hoveidjagh Hoshiallagh ny Latvey	Lettische Sozialistische Sowjetrepublik
Coontae Ghoirrey	County Londonderry
Holon	Cholon
Coontae Heer Eoin	County Tyrone
Slyst Jerusalem	Bezirk Jerusalem
Chaetognatha	Pfeilwürmer
Arrishaght	Mimikry
Coontae Ard Maghey	County Armagh
Far-skeealaght Ghothagh	Schauerliteratur
Colloo Trajan	Trajanssäule
Ramat Gan	Ramat Gan
Slyst Tel Aviv	Bezirk Tel Aviv
Yn Çhannon	Shannon (Fluss)
Carlisle	Carlisle
Ivan Shishkin	Iwan Iwanowitsch Schischkin
Nomenclature d'unités territoriales statistiques	NUTS
Charlotte's Web (reddaghey)	Charlotte’s Web (Begriffsklärung)
Sandomierz	Sandomierz
Tezuka Osamu	Osamu Tezuka
Ard Maghey	Armagh
Sienna Miller	Sienna Miller
Ardjyn Finnlynn	Maakunta
Emily Blunt	Emily Blunt
Slystyn Israel	Bezirke Israels
Geayr salicylagh	Salicylsäure
Far-skeealaght scoaghagh	Horrorliteratur
Unnaneys ny h-Affrick Yiass	Südafrikanische Union
Gwengamp	Guingamp
Sestroretsk	Sestrorezk
Kristin Kreuk	Kristin Kreuk
Follaghey (bea-oaylleeaght)	Tarnung (Biologie)
Mynreayrtan	Mikroskop
Calamynthey	Wald-Bergminze
Fo-eaddagh	Unterwäsche
Peso Argenteenagh	Argentinischer Peso
Oaylleeaght lioarlann	Bibliothekswissenschaft
Pobblaght Hoveidjagh Hoshiallagh ny Turkmenistaan	Turkmenische Sozialistische Sowjetrepublik
Pobblaght Hoveidjagh Hoshiallagh ny Tajikistaan	Tadschikische Sozialistische Sowjetrepublik
Peso Shilleeagh	Chilenischer Peso
Dooarchoo	Otter
Rishon LeZion	Rischon LeZion
Feevey	Fife (Schottland)
Dinan	Dinan
Shennaghys ny h-oaylleeaght as ny çhaghnoaylleeaght	Wissenschaftsgeschichte
Baarle Albinagh Ultagh	Ulster Scots (Sprache)
Dollar Soorinamagh	Suriname-Dollar
Borðoy	Borðoy
Oirr ny Gaeil as Ellan Voaid	Argyll and Bute
Aonghas (ard coonseilagh)	Angus (Schottland)
Jason Segel	Jason Segel
Kastellin	Châteaulin
Enez Eusa	Ouessant
Buada (slyst)	Buada
Kingston, Ontario	Kingston (Ontario)
Georges de La Tour	Georges de la Tour
Slieau Aragats	Aragaz
Arabee Israelagh	Arabische Israelis
Lodainn Heear	West Lothian
Doon Jialgan	Dundalk
Parasoa	Gewebelose
Philosophiae Naturalis Principia Mathematica	Philosophiae Naturalis Principia Mathematica
Coontae Inver Ayre Hwoaie	North Ayrshire
Lítla Dímun	Lítla Dímun
Catarrhini	Altweltaffen
Mean Lodainn	Midlothian
Elvis Costello	Elvis Costello
Logh Nay	Lough Neagh
Lannraig Hwoaie	North Lanarkshire
Sir Fynwy	Monmouthshire
Sveinn Björnsson	Sveinn Björnsson
Droghad Aah	Drogheda
Ellynyn feamagh	Kunstgewerbe
Rolley ny rollageyn s'niessey da'n Chruinney	Liste der nächsten Sterne
Lodainn Hiar	East Lothian
Coontae Chlagh Manu	Clackmannanshire
Pobblaght ny Polynn (1918-1939)	Zweite Polnische Republik
Agnieszka Radwańska	Agnieszka Radwańska
P. G. Wodehouse	P. G. Wodehouse
Daryl Hannah	Daryl Hannah
Peairt as Ceann Rois	Perth and Kinross
Mark Cavendish	Mark Cavendish
Cill Rìmhinn	St Andrews
Émile Friant	Émile Friant
Ivan Kramskoi	Iwan Nikolajewitsch Kramskoi
Elisabeth Shue	Elisabeth Shue
Coontae Dùn Breatainn Heear	West Dunbartonshire
Pen Sans	Penzance
Karaez-Plougêr	Carhaix-Plouguer
Inver Chleayee	Inverclyde
Çheer ny Gaeil (ard coonseilagh)	Highland (Council Area)
Corockle meill-eeacklagh	Labiodental
Saint-Omer	Saint-Omer (Pas-de-Calais)
Ammyr ny h-Albey	Nordkanal (Meerenge)
Logh Garman	Wexford (Stadt)
Innys	Ennis
Coontae Inver Ayre Yiass	South Ayrshire
Coontae Inver Ayre Hiar	East Ayrshire
Ingólfr Arnarson	Ingólfur Arnarson
Lannraig Yiass	South Lanarkshire
Mooir Vretyn	St.-Georgs-Kanal
Pleneventer	Plaintel
Kerniliz	Kernilis
Julia Stiles	Julia Stiles
Henvig	Henvic
Eliza Dushku	Eliza Dushku
Gass (çhengoaylleeaght)	Wortstamm
Niqāb	Niqab
Breal-Moñforzh	Bréal-sous-Montfort
Brezhiel	Breteil
Coontae Rinn Friù	Renfrewshire
Fwee (grammeydys)	Diathese (Linguistik)
Moireibh	Moray
Creeaghyn ny h-Albey	Scottish Borders
Sulfaayt sodjum	Natriumsulfat
Coontae Dùn Breatainn Hiar	East Dunbartonshire
Coontae Rinn Friù Hiar	East Renfrewshire
Deynphobblaght ny Mongoil	Mongolische Volksrepublik
Roger Ebert	Roger Ebert
Thie lhionney	Pub
Liam Aiken	Liam Aiken
Yn Laplann, y Toolynn	Lappland (historische Provinz)
Bohemian F.C.	Bohemians Dublin
Pleneg-Nantraezh	Pléneuf-Val-André
Eaddagh-snaue	Badebekleidung
Buighag	Kriechender Hahnenfuß
Traie Lee	Tralee
Sir Benfro	Pembrokeshire
Baie Gdańsk	Danziger Bucht
Caslys-skeeal eddyr-voggyl	Webcomic
Mykines, Ellanyn ny Geyrragh	Mykines
James Connolly	James Connolly (Gewerkschafter)
Ankiniz	Ancenis
Baen-Ballon	Bains-sur-Oust
Eaghtyrane Nerin	Präsident von Irland
Grímsey	Grímsey
Immanaght	Hurling
The Hunchback of Notre Dame (scannane 1996)	Der Glöckner von Notre Dame (1996)
John Bauer	John Bauer
Ar Merzher-Salaun	La Martyre
Binig	Binic
Çhengaghyn Celtiagh ellanagh	Inselkeltische Sprachen
Plerin	Plérin
Kerien	Querrien
Stoo	Material (Fertigungstechnik)
Yn Cavan	Cavan
Emilie de Ravin	Emilie de Ravin
Reeriaght Nerin	Königreich Irland
Marçhan	Kaufmann
Çhengaghyn Celtiagh mooarheeragh	Festlandkeltische Sprachen
Molan	Moëlan-sur-Mer
Fianna Fáil	Fianna Fáil
Davy I ny h-Albey	David I. (Schottland)
Yn Agglish Vreck (ard coonseilagh)	Falkirk (Council Area)
Bruz	Bruz
Bear	Bégard
Medrigneg	Merdrignac
Plouha	Plouha
Lanneur	Lanmeur
David Letterman	David Letterman
Ronney:Coontae Zielona Góra	Kategorie:Powiat Zielonogórski
Lhune doo	Stout
Ceredigion	Ceredigion
Grianaig	Greenock
Landnámabók	Landnámabók
Strooley (ard coonseilagh)	Stirling (Council Area)
Sir Gaerfyrddin	Carmarthenshire
Yn Ooive	Navan
Ásgeir Ásgeirsson	Ásgeir Ásgeirsson
Rolley Eaghtyraneyn ny Latvey	Präsident von Lettland
Plouigno	Plouigneau
Kraozon	Crozon
Oarlagh	Zoll (Einheit)
Penn-ar-C'hrann	Pencran
Coonseil Hreishteilaght ny h-Ashoonyn Unnaneysit	UN-Treuhandrat
Anabel Medina Garrigues	Anabel Medina Garrigues
Coontae Puck	Powiat Pucki
Ar Faou	Le Faou
Emilio Estevez	Emilio Estevez
Blaa ny feoghaig	Immergrün
Ramla	Ramla
Argol, y Vritaan	Argol
Tim Henman	Tim Henman
Brasparzh	Brasparts
Nicanor Duarte Frutos	Nicanor Duarte Frutos
Casper, Wyoming	Casper (Wyoming)
Faaroee	Färinger
Breeçhyn cuttagh	Shorts
Nunarput utoqqarsuanngoravit	Nunarput utoqqarsuanngoravit
Kallag	Callac
Ar Folgoad	Le Folgoët
Corockle lhiattagh	Lateral (Phonetik)
Perwenan	Penvénan
Gwimaeg	Guimaëc
Hilion	Hillion
Baen-Veur	Bain-de-Bretagne
Pontekroaz	Pont-Croix
Ploufragan	Ploufragan
Trêgad	Tréogat
Kledenn-ar-C'hab	Cléden-Cap-Sizun
Ploveilh	Plomelin
Pont-'n-Abad	Pont-l’Abbé
An Dre-Nevez	Saint-Sauveur (Finistère)
Eliant	Elliant
Yn Commeeys Celtiagh	Celtic League
Sant-Ke-Porzh-Olued	Saint-Quay-Portrieux
Berrien, y Vritaan	Berrien (Finistère)
Saozon-Sevigneg	Cesson-Sévigné
Enez-Sun	Île de Sein
Wu Cheng'en	Wu Cheng’en
Reeriaght ny h-Albey	Königreich Schottland
Ashoonaght	Nationalität
Corockle cleaoil	Palatal
Gansee	Pullover
Meeiley cherrinagh	Quadratmeile
Mayrnt 2009	März 2009
Aonghas	Angus
Mean-çheerey Heear Hostyn	West Midlands
Corockle sluggidagh	Glottal
Averil 2009	April 2009
Kemperle	Quimperlé
Mean Souree 2009	Juni 2009
Mira Awad	Mira Awad
Ashoonyn Celtiagh	Keltische Nationen
Boaldyn 2009	Mai 2009
Kate Bosworth	Kate Bosworth
Katharine Isabelle	Katharine Isabelle
Diana Wynne Jones	Diana Wynne Jones
Autumn Reeser	Autumn Reeser
Clara Morgane	Clara Morgane
Natalie Dormer	Natalie Dormer
Kelly Preston	Kelly Preston
Kay Panabaker	Kay Panabaker
Susan Cooper	Susan Cooper
Summer Glau	Summer Glau
Akgul Amanmuradova	Oqgul Omonmurodova
Jodie Sweetin	Jodie Sweetin
Urszula Radwańska	Urszula Radwańska
Yn Vritaan	Bretagne (Begriffsklärung)
Ágnes Szávay	Ágnes Szávay
Thora Birch	Thora Birch
Ceboidea	Neuweltaffen
Edith Mary Pargeter	Edith Pargeter
Jerrey Geuree 2009	Januar 2009
Douglas Hyde	Douglas Hyde
Perroz-Gireg	Perros-Guirec
Aiwo (slyst)	Aiwo
Nólsoy (balley)	Nólsoy
Quincas Borba	Quincas Borba
Douarnenez	Douarnenez
Lambal	Lamballe
Emilianish-Romagnolish	Emilianische Sprache
Rostrenenn	Rostrenen
Sligo Rovers F.C.	Sligo Rovers
Fouenant	Fouesnant
Brieg	Briec
Rosko	Roscoff
Bossan gorrym	Berg-Sandglöckchen
Fine Gael	Fine Gael
Damien Johnson	Damien Johnson
Trongisvágur	Trongisvágur
Glassag (foillycan)	Ockerbindiger Samtfalter
Oie Houney	Halloween
Corockle farangagh	Pharyngal
Lhune freillagh	Lagerbier
Eddie Izzard	Eddie Izzard
Manninagh	Manx
Rolley corpaneyn harrish-Neptuneagh	Liste der transneptunischen Objekte
Kevin Phillips (bluckaneyr)	Kevin Phillips (Fußballspieler)
Olonkinbyen	Olonkinbyen
Christy Moore	Christy Moore
Colaashtey ny Trinaid, Divlyn	Trinity College Dublin
An Cheathrú Mhór, Shliggagh	Carrowmore
Milagros Sequera	Milagros Sequera
Azura Skye	Azura Skye
Majandra Delfino	Majandra Delfino
Mallika Sherawat	Mallika Sherawat
Maryam d'Abo	Maryam d’Abo
Ruth Wilson (aghteyr)	Ruth Wilson
Cloreed vagnaishum	Magnesiumchlorid
Kollafjørður	Kollafjørður
Dún Seachlainn	Dunshaughlin
Corockle cooyl-chroymmit	Retroflex
Ard neu-chorpagh	Gemeindefreies Gebiet
An Seanchaisleán	Oldcastle
Yn Euar	Newry (Nordirland)
Punt Yernagh	Irisches Pfund
Algaghyn glassey	Grünalge
Æðuvík	Æðuvík
Enez Vriad	Île de Bréhat
Rosie O'Donnell	Rosie O’Donnell
Ben shee	Banshee
Patrick Pearse	Patrick Pearse
Mur	Mûr-de-Bretagne
Monkontour	Moncontour (Côtes-d’Armor)
Ewa (slyst)	Ewa (Distrikt)
Alineg	Allineuc
Lesneven	Lesneven
Lokournan	Saint-Renan
Staol	Étables-sur-Mer
Pińczów	Pińczów
Oashyryn bouinagh	Strumpfhose
Çhiarn Vannin	Lord of Mann
Sur-ream	Sprachebene
Yn Awin Doo	Dhoo
Nicki Clyne	Nicki Clyne
Caitlin Stasey	Caitlin Stasey
Meechredjuagh	Agnostizismus
Marjorie Estiano	Marjorie Estiano
Enez-Vaz	Île de Batz
Celina Jaitley	Celina Jaitley
Beeal yn Aah	Ballina
Chaim Herzog	Chaim Herzog
Fala	Fala (Sprache)
Sigmundur Brestisson	Sigmundur Brestisson
Ar C'hembod	Le Cambout
Lolo Ferrari	Lolo Ferrari
Cionn Mhálanna	Malin Head
Ree Vannin	Liste der Herrscher der Isle of Man
Middletown, Orange County, York Noa	Middletown (Orange County, New York)
Britaanee	Bretonen
Senoturbellida	Xenoturbella
Robert Englund	Robert Englund
Alan Alda	Alan Alda
Kristján Eldjárn	Kristján Eldjárn
Gerald Durrell	Gerald Durrell
James McFadden	James McFadden
Patrick Hillery	Patrick Hillery
Billey slaanee	Senna (Gattung)
Saki	Hector Hugh Munro
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Donald Pleasence	Donald Pleasence
Noo Niglus (persoonid Nollick)	Weihnachtsmann
Mozarabish	Mozarabische Sprache
Skaer	Scaër
Hochschule für Musik Detmold	Hochschule für Musik Detmold
Aberdyfi	Aberdyfi
Pobblaght ny Taiwaan (1895)	Republik Formosa
Çhengey ashoonagh	Nationalsprache
Ennalaghey (sheeanaghtys)	Aspiration (Phonetik)
Abbyrlhit Coptagh	Koptische Schrift
Çhengoaylleeaght feamagh	Angewandte Linguistik
Baare jiarg-buigh	Aurorafalter
Klüt, Detmold	Klüt (Detmold)
Hiddesen	Hiddesen
Bentrup	Bentrup
Nienhagen, Detmold	Nienhagen (Detmold)
Brokhausen	Brokhausen
Barkhausen, Detmold	Barkhausen (Detmold)
Heiligenkirchen	Heiligenkirchen
Seán T. O'Kelly	Seán Ó Ceallaigh
Kiryat Shmona	Kirjat Schmona
Laramie, Wyoming	Laramie (Wyoming)
Meneng (slyst)	Meneng
Hornoldendorf	Hornoldendorf
Baiti (slyst)	Baiti
Lanniliz	Lannilis
Anibare (slyst)	Anibare
Anabar (slyst)	Anabar (Distrikt)
Ijuw (slyst)	Ijuw
Uusimaa Hiar	Ostuusimaa
Taole	Taulé
Kore, y Vritaan	Coray
Rosporden	Rosporden
Lanyugon	Jugon-les-Lacs
Gouenoù	Gouesnou
Kommanna	Commana
Gwerliskin	Guerlesquin
Gwiler-Leon	Guilers
Bodiliz	Bodilis
Billey kenney	Westlicher Erdbeerbaum
Boalsert	Boalsert
Sizun	Sizun
Landivizio	Landivisiau
Bee conning	Gemüse-Gänsedistel
Albury, Bretyn Yiass Noa	Albury
Steve Bruce	Steve Bruce (Fußballspieler)
Stephen Kelly	Stephen Kelly
Olivier Kapo	Olivier Kapo
Radhi Jaïdi	Radhi Jaïdi
Rory Gallagher	Rory Gallagher
Liam Ridgewell	Liam Ridgewell
Jóannes Eidesgaard	Jóannes Eidesgaard
Sant-Tegoneg	Saint-Thégonnec
John Bruton	John Bruton
Charles Haughey	Charles J. Haughey
Rheynn (bea-oaylleeaght)	Abteilung (Biologie)
Magnus VI	Magnus VI. (Norwegen)
Þingvallavatn	Þingvallavatn
Abugida	Abugida
Þórisvatn	Þórisvatn
Randolph Quirk	Randolph Quirk, Baron Quirk
Ym-ysseraght	Medium (Kommunikation)
Clou iddaalagh	Kursiv
Vuk	Vuk
Çhengoaylleeaght heiltynagh	Theoretische Linguistik
Richard Schiff	Richard Schiff
Sam Huntington	Sam Huntington
Lee Carsley	Lee Carsley
Cameron Jerome	Cameron Jerome
Erskine Hamilton Childers	Erskine Hamilton Childers
Begerel	Bécherel
Thollag 'aiyr Etruscagh	Etruskerspitzmaus
An Arzhanaou	Arzano (Finistère)
Loudieg	Loudéac
Balley Aah Luain	Athlone
Sean Faris	Sean Faris
Agglish Ashoonagh Ellanyn ny Geyrragh	Färöische Volkskirche
Rock Springs, Wyoming	Rock Springs (Wyoming)
Nibok (slyst)	Nibok
