Αφρική	Afrika
Κέλι Μάντισον	Kelly Madison
Εκαταίος ο Μιλήσιος	Hekataios von Milet
519 π.Χ.	519 v. Chr.
Ιωάννα της Σκωτίας	Johanna von England (1210–1238)
Θεσσαλονίκη της Μακεδονίας	Thessalonike von Makedonien
Ευρυδίκη της Λυγκηστίδος	Eurydike (Gattin Amyntas’ III.)
Πριγκίπισσα Ειρήνη της Ελλάδας	Irene von Griechenland
Άννα Διαμαντοπούλου	Anna Diamantopoulou
Μαργαρίτα της Αγγλίας	Margarete von England
Αίας ο Λοκρός	Aias der Lokrer
Ιωάννα του Πύργου	Johanna von England (1321–1362)
Ήρα (αποσαφήνιση)	Hera (Begriffsklärung)
Πριγκίπισσα Αικατερίνη της Ελλάδας	Katharina von Griechenland
Αλεξία της Ελλάδας	Alexia von Griechenland
Γεγονότα Μαρτίου 2010	März 2010
Αμερικανικό λιοντάρι	Amerikanischer Löwe
Άννα Αμπρέου	Anna Abreu
Τζον Φλάμστηντ	John Flamsteed
520 π.Χ.	520 v. Chr.
Επιστράτευση	Mobilmachung
Το γωνιαίο λάκτισμα (Κόρνερ)	Eckstoß
Γιαόι	Yaoi
522 π.Χ.	522 v. Chr.
Σημαία των Αμερικανικών Σαμόα	Flagge Amerikanisch-Samoas
Γιοτί Άμιγιε	Jyoti Amge
Κυτταρίτιδα	Cellulite
Ορφισμός (θρησκεία)	Orphiker
Απόλλων 5	Apollo 5
523 π.Χ.	523 v. Chr.
Η τρελή οικογένεια του Μάλκολμ	Malcolm mittendrin
Βιοκλιματικός σχεδιασμός κτιρίων	Ökologisches Bauen
Αντρέ Μασσενά	André Masséna
Ρίνα Σόφερ	Rena Sofer
Πυρρόλη	Pyrrol
525 π.Χ.	525 v. Chr.
Μάχη του Καπορέττο	Zwölfte Isonzoschlacht
Μαγνητική ροπή	Magnetisches Moment
Ορεάδες	Oreaden
526 π.Χ.	526 v. Chr.
Γκαμπριέλ (τραγουδίστρια)	Gabrielle (Sängerin)
Ιωάννης Ουνιάδης	Johann Hunyadi
Πολ Μπέτανι	Paul Bettany
L'Abidjanaise	L’Abidjanaise
La Concorde	La Concorde
Γεγονότα Ιουλίου 2010	Juli 2010
Σρέμσκα Μιτρόβιτσα	Sremska Mitrovica
Φωσφορυλίωση	Phosphorylierung
Λίμπα Νοάστρα	Limba Noastră
Γεγονότα Σεπτεμβρίου 2008	September 2008
Σλοβακικά κέρματα ευρώ	Slowakische Euromünzen
Λοθάριος της Φραγκίας	Lothar (Frankreich)
Αμφίονας της Αντιόπης	Amphion
Άρεως Πεδίον	Campus Martius
Εθνική Ουγκάντας (ποδόσφαιρο ανδρών)	Ugandische Fußballnationalmannschaft
Αβυσσαία ζώνη	Abyssal
Ζαν-Πολ Γκοτιέ	Jean Paul Gaultier
Δολάριο Τρινιδάδ και Τομπάγκο	Trinidad-und-Tobago-Dollar
Βανέσα Χέσλερ	Vanessa Hessler
Τζαϊσαλμέρ	Jaisalmer
Εθνόσημο του Μαλάουι	Wappen Malawis
Εθνόσημο της Κούβας	Wappen Kubas
Γεγονότα Απριλίου 2010	April 2010
Πέσο Δομινικανής Δημοκρατίας	Dominikanischer Peso
Έμβλημα του Κουβέιτ	Wappen Kuwaits
Εθνόσημο της Σιέρα Λεόνε	Wappen Sierra Leones
Νηρέας	Nereus (Begriffsklärung)
Εθνόσημο του Ανατολικού Τιμόρ	Wappen Osttimors
Σόφι Έβανς	Sophie Evans
531 π.Χ.	531 v. Chr.
Τίνα Κάι	Teanna Kai
Εθνόσημο του Ελ Σαλβαδόρ	Wappen El Salvadors
Εθνόσημο του Παναμά	Wappen Panamas
Δολάριο Λιβερίας	Liberianischer Dollar
Brigantium	Brigantium (Begriffsklärung)
Μαρί Σαντάλ Μίλλερ	Marie-Chantal Miller
534 π.Χ.	534 v. Chr.
535 π.Χ.	535 v. Chr.
537 π.Χ.	537 v. Chr.
Πατριάρχης Φώτιος Α΄	Photios I.
Αλκυόνη	Alkione
Στάτιος	Publius Papinius Statius
539 π.Χ.	539 v. Chr.
Ασοσιασάο Ακαδέμικα δε Κοΐμπρα	Académica de Coimbra
Λούις Σάλλιβαν	Louis Sullivan
Ερτογρούλ	Ertuğrul Gazi
Πύραυλος αέρος-αέρος	Luft-Luft-Rakete
Γεγονότα Οκτωβρίου 2009	Oktober 2009
Φυσική αγωγή	Sportunterricht
Γεγονότα Αυγούστου 2009	August 2009
Έπταθλο	Siebenkampf
Γιούλιους Σλοβάτσκι	Juliusz Słowacki
Windows Defender	Windows Defender
Καρατσάι	Karatschaier
Αντιλίβανος	Anti-Libanon
Λουίς Μπαραγάν	Luis Barragán Morfín
RAR	RAR (Dateiformat)
540 π.Χ.	540 v. Chr.
Μορογκόρο	Morogoro
Γεμολογία	Gemmologie
Υπερβορεία	Hyperborea
Γεγονότα Ιουλίου 2008	Juli 2008
Γεγονότα Ιανουαρίου 2011	Januar 2011
541 π.Χ.	541 v. Chr.
Ursus	Ursus (Bären)
542 π.Χ.	542 v. Chr.
543 π.Χ.	543 v. Chr.
Τέρενς Χίλλ	Terence Hill
544 π.Χ.	544 v. Chr.
Άντριγια Μοχορόβιτσιτς	Andrija Mohorovičić
Κύμη (Μεγάλη Ελλάδα)	Cumae
545 π.Χ.	545 v. Chr.
Κατάλογος ορυκτών	Liste der Minerale
546 π.Χ.	546 v. Chr.
547 π.Χ.	547 v. Chr.
Toyota Corolla	Toyota Corolla
Πυρηνική χημεία	Kernchemie
Κεταμίνη	Ketamin
Νετσμεττίν Ερμπακάν	Necmettin Erbakan
Ντουραλουμίνιο	Duraluminium
548 π.Χ.	548 v. Chr.
Δεύτερη Σερβική Εξέγερση	Zweiter Serbischer Aufstand
549 π.Χ.	549 v. Chr.
Βιομηχανικός σχεδιασμός	Produktdesign
Σαμάκ Σουνταραβέτζ	Samak Sundaravej
BRICS	BRICS-Staaten
Νήσοι Ογκασαβάρα	Ogasawara-guntō
Η΄ Σταυροφορία	Siebter Kreuzzug
550 π.Χ.	550 v. Chr.
Ροζέτα	Rosette (Ägypten)
Game Maker	GameMaker
Μονώνυμο	Monom
Βακτηριολογία	Bakteriologie
Δυαδική αναζήτηση	Binäre Suche
551 π.Χ.	551 v. Chr.
Αντόνιο Ματσάδο	Antonio Machado (Lyriker)
Αγχόνη	Galgen
Γρηγόριος Παλαμάς	Gregorios Palamas
Λα Πλαιν (αποσαφήνιση)	La Plaine
552 π.Χ.	552 v. Chr.
Πάπισσα Ιωάννα (μύθος)	Päpstin Johanna
Ιούδας	Judas (Begriffsklärung)
72 (αριθμός)	Zweiundsiebzig
553 π.Χ.	553 v. Chr.
Ολιβέ (Λουαρέ)	Olivet (Loiret)
Ζβέντιμπολντ	Zwentibold
554 π.Χ.	554 v. Chr.
555 π.Χ.	555 v. Chr.
Δημόσιο τηλεφωνικό δίκτυο μεταγωγής	Telefonnetz
Αριθμός Erdős	Erdős-Zahl
Ο Πλανήτης των Πιθήκων: Η Εξέγερση	Planet der Affen: Prevolution
556 π.Χ.	556 v. Chr.
Φουράνιο	Furan
Pour l' Afrique et pour toi, Mali	Pour l’Afrique et pour toi, Mali
557 π.Χ.	557 v. Chr.
558 π.Χ.	558 v. Chr.
Καβάδης Α΄ της Περσίας	Kavadh I.
559 π.Χ.	559 v. Chr.
Ανασυνδυασμός γονιδίων	Crossing-over
560 π.Χ.	560 v. Chr.
Ίγκμπο (φυλή)	Igbo (Volk)
Φαίδων (διάλογος)	Phaidon
561 π.Χ.	561 v. Chr.
Καμπιόνε ντ' Ιτάλια	Campione d’Italia
562 π.Χ.	562 v. Chr.
Ελογαλή	Zwergmangusten
563 π.Χ.	563 v. Chr.
Το Δέντρο της Ζωής (ταινία)	The Tree of Life
564 π.Χ.	564 v. Chr.
565 π.Χ.	565 v. Chr.
Προκριματικά Παγκοσμίου Κυπέλλου Ποδοσφαίρου 2014 (ΟΥΕΦΑ)	Fußball-Weltmeisterschaft 2014/Qualifikation (UEFA)
566 π.Χ.	566 v. Chr.
ΦΚ Πιουνίκ	FC Pjunik Jerewan
Βρισηίδα	Briseis
Λαγγόνα	Zwergscharbe
568 π.Χ.	568 v. Chr.
Αλυκή	Saline
Χόρινχεμ	Gorinchem
Ο Πέρσι Τζάκσον και η κλοπή της αστραπής (ταινία)	Percy Jackson – Diebe im Olymp (Film)
Ηρώδης Αρχέλαος	Herodes Archelaos
Ιλ ντε Γκορέ	Gorée
569 π.Χ.	569 v. Chr.
Όμιλος Β Ευρωπαϊκού Πρωταθλήματος Ποδοσφαίρου 2012	Fußball-Europameisterschaft 2012/Gruppe B
Ισπανικό πρωτάθλημα ποδοσφαίρου ανδρών 2007-08	Primera División (Spanien) 2007/08
Εθνική Κιργιστάν (ποδόσφαιρο ανδρών)	Kirgisische Fußballnationalmannschaft
Μικροκράτος	Zwergstaat
Νάνος αστέρας	Zwergstern
Aviva Stadium	Aviva Stadium
Μάκβεθ της Σκωτίας	Macbeth (Schottland)
Ηλεκτροπληξία	Stromunfall
570 π.Χ.	570 v. Chr.
Τράπεζα του Ισραήλ	Israelische Zentralbank
Εθνική Μπουτάν (ποδόσφαιρο ανδρών)	Bhutanische Fußballnationalmannschaft
571 π.Χ.	571 v. Chr.
Η κοιλάδα της κατάρας	Schlagende Wetter (1941)
Πρωτάθλημα ποδοσφαίρου Λευκορωσίας	Wyschejschaja Liha
ΟΥΕΦΑ Τσάμπιονς Λιγκ 2003-04	UEFA Champions League 2003/04
572 π.Χ.	572 v. Chr.
Λίνφιλντ ΦΚ	Linfield FC
573 π.Χ.	573 v. Chr.
Καταλανοί	Katalanen
Δίδυμη Μαγεία	Zwexies – Die Zwillingshexen
575 π.Χ.	575 v. Chr.
Κοντέ-αν-Μπρι	Condé-en-Brie
Πηραμελόμορφα	Nasenbeutler
Εθνική Μπαχαμών (ποδόσφαιρο ανδρών)	Bahamasische Fußballnationalmannschaft
Στάδιο Σαν Μαμές	San Mamés (1913)
Ουίπεστ ΦΚ	Újpest Budapest
Λάιβες	Leifers
Παιχνίδι της Ζωής του Κόνγουεϊ	Conways Spiel des Lebens
578 π.Χ.	578 v. Chr.
Μπένεντικτ Κάμπερμπατς	Benedict Cumberbatch
Επαρχία Νακόν Σι Ταμμαράτ	Nakhon Si Thammarat (Provinz)
580 π.Χ.	580 v. Chr.
581 π.Χ.	581 v. Chr.
Εθνική Τανζανίας (ποδόσφαιρο ανδρών)	Tansanische Fußballnationalmannschaft
582 π.Χ.	582 v. Chr.
Γαλλική Ομοσπονδία Ποδοσφαίρου	Fédération Française de Football
583 π.Χ.	583 v. Chr.
Ψηφιακό χάσμα	Digitale Kluft
Χρυσό γκολ	Golden Goal
Συνομοσπονδία Ποδοσφαίρου Βραζιλίας	Confederação Brasileira de Futebol
Σύνθεση συνάρτησης	Komposition (Mathematik)
Διήθηση	Filtration
Δίδυμη Γη	Zwillingserde
Βύθισμα	Tiefgang
Πάμπλο Σαμπαλέτα	Pablo Zabaleta
Αχαϊκή Συμπολιτεία	Achaiischer Bund
Εθνική Ηνωμένων Πολιτειών Αμερικής (καλαθοσφαίριση ανδρών)	Basketballnationalmannschaft der Vereinigten Staaten
586 π.Χ.	586 v. Chr.
Σλάιγκο Ρόβερς	Sligo Rovers
587 π.Χ.	587 v. Chr.
Εζεκίας	Hiskija
588 π.Χ.	588 v. Chr.
Ηρόστρατος	Herostratos
Υδραγωγείο της Σεγόβια	Aquädukt von Segovia
Μπάαρλε-Χέρτογκ	Baarle-Hertog
Ράμπο: Το Πρώτο Αίμα	Rambo (Film)
589 π.Χ.	589 v. Chr.
Μεγάλη Κομόρα	Grande Comore
Βίτζεβ Λοτζ	Widzew Łódź
Εθνόσημο του Ισημερινού	Wappen Ecuadors
Εθνόσημο του Σάο Τομέ και Πρίνσιπε	Wappen von São Tomé und Príncipe
Ορθόδοξο Πασχάλιο	Computus (Osterrechnung)
Τσαγιέρα	Teekanne
590 π.Χ.	590 v. Chr.
Πάπας Στέφανος Ε΄	Stephan V. (Papst)
Ενδομοριακές δυνάμεις	Zwischenmolekulare Kräfte
591 π.Χ.	591 v. Chr.
Νήσος Φίλαι	Philae (Insel)
Ντεβ Πάτελ	Dev Patel
592 π.Χ.	592 v. Chr.
Αμφιτεριόν	Zwitterion
Αποδιοπομπαίος τράγος	Sündenbock
593 π.Χ.	593 v. Chr.
Γέφυρα Ουΐτστοουν	Wheatstonesche Messbrücke
Πύργος του Ηρακλή	Herkulesturm
Εθνική Νίγηρα (ποδόσφαιρο ανδρών)	Nigrische Fußballnationalmannschaft
Ραπίντ Βουκουρεστίου	Rapid Bukarest
Ανατολικός Χριστιανισμός	Christlicher Orient
Αναλυτική ψυχολογία	Analytische Psychologie
595 π.Χ.	595 v. Chr.
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1956-57	Europapokal der Landesmeister 1956/57
Σημαία της Νότιας Γεωργίας και Νότιων Νήσων Σάντουιτς	Flagge Südgeorgiens und der Südlichen Sandwichinseln
Τόνι Κούκοτς	Toni Kukoč
Γαλλικές προεδρικές εκλογές 2007	Präsidentschaftswahl in Frankreich 2007
Πρωτάθλημα ποδοσφαίρου Λουξεμβούργου	BGL Ligue (Luxemburg)
Γουίλιαμ Στάιρον	William Styron
Σημαία του Μοντσερράτ	Flagge Montserrats
Εβίτα (ταινία)	Evita (Film)
Αιτωλική Συμπολιτεία	Aitolischer Bund
Βασικό αμινοξύ	Essentielle Aminosäure
598 π.Χ.	598 v. Chr.
Γεγονότα Μαρτίου 2011	März 2011
Γεγονότα Νοεμβρίου 2010	November 2010
Γεγονότα Φεβρουαρίου 2011	Februar 2011
Ακτινογραφία	Röntgen
599 π.Χ.	599 v. Chr.
Relapse	Relapse (Album)
Ένεση	Injektion (Medizin)
Ζίγκμουντ Μινέικο	Zygmunt Mineyko
Κύπελλο Διεθνών Εκθέσεων	Messestädte-Pokal
Ισπανικό πρωτάθλημα ποδοσφαίρου ανδρών 2008-09	Primera División (Spanien) 2008/09
Ζυγομαλάς	Zygomalas
Κυκλικός Έλεγχος Πλεονασμού	Zyklische Redundanzprüfung
Βράχοι Κυκλώπων	Zyklopeninseln
Κυκλοθυμία	Zyklothymia
Ίζημα ούρων	Zylinder (Urin)
Ατλαντίς	Atlantis (Begriffsklärung)
Έλληνες Κύπριοι	Zyperngriechen
Τουρκοκύπριοι	Zyperntürken
Συμμετοχή της Κύπρου στη Eurovision	Zypern beim Eurovision Song Contest
Κυπριακό (ζήτημα)	Zypernkonflikt
Κυπριακή Προεδρία του Συμβουλίου της Ευρωπαϊκής Ένωσης 2012	Zyprische EU-Ratspräsidentschaft 2012
Κυπριακή Διάλεκτος της Ελληνικής Γλώσσας	Zypriotisches Griechisch
IX	IX
Κυπριακά κέρματα ευρώ	Zyprische Euromünzen
Εθνική Φρουρά (Κύπρος)	Zyprische Nationalgarde
Ασπίδα της ΚΟΠ	Zyprischer Fußball-Supercup
Κύπελλο Κύπρου (ποδόσφαιρο ανδρών)	Zyprischer Fußballpokal
Κυστεοσκόπηση	Zystoskopie
Ρουαμαγκάνα	Rwamagana
Ρουενγκέρι	Ruhengeri
Α΄ Κατηγορία ποδοσφαίρου ανδρών Αζερμπαϊτζάν	Birinci Divizionu
Εύα Κόπατς	Ewa Kopacz
Τέμενος Μουλά Γκιουρανή	Kirchenmoschee (Vefa)
Ψυχρά κι Ανάποδα	Die Eiskönigin – Völlig unverfroren
Πύρρος (αποσαφήνιση)	Pyrrhos
Πάρκο της Βιλέτ	Parc de la Villette
Άλγεβρα συνόλων	Algebra (Mengensystem)
Δημοχάρης	Demochares
Επαρχία Λούντζα	Landkreis Ludza
Opel Vectra	Opel Vectra
Μάχη του Ελ Αλαμέιν	Schlacht von El Alamein
Γκραντ Οτέλ (ταινία)	Menschen im Hotel (1932)
Εστία	Hestia (Begriffsklärung)
Τίτος (αποσαφήνιση)	Titus (Begriffsklärung)
Σήμα	Sima (Begriffsklärung)
Αντιόχεια (αποσαφήνιση)	Antiochia (Begriffsklärung)
Σβεν Β΄ της Δανίας	Sven Estridsson
Φαέθων	Phaeton
600 π.Χ.	600 v. Chr.
Τουράν	Turan
Θρασύβουλος ο Μιλήσιος	Thrasyboulos von Milet
Μπρόνσχο BK	Brønshøj BK
Transavia.com	Transavia Airlines
Νεγρεπόντε	Negroponte
Μελανοκύτταρο	Melanozyt
Βιβλιοθήκη (αποσαφήνιση)	Bibliothek (Begriffsklärung)
Φάιν Γκέιλ	Fine Gael
Υποκειμενικός ιδεαλισμός	Subjektiver Idealismus
Autechre	Autechre
Ζουπανία Πόζεγκα	Komitat Požega
Τρυφερές Εξαδέλφες	Zärtliche Cousinen
Νίκος Δένδιας	Nikos Dendias
Χαβανέζικο κοράκι	Hawaiikrähe
Κάρολος Ρηντ	Charles Reade
Κρατικό Μουσείο Σύγχρονης Τέχνης	Staatliches Museum für Zeitgenössische Kunst (Thessaloniki)
Αλβανικές Ένοπλες Δυνάμεις	Albanische Streitkräfte
Αχμέτ Ιζέτ Πασάς	Ahmed İzzet Pascha
Κουρήτες	Kureten (Mythologie)
Yōsei Teikoku	Yōsei Teikoku
Χίτσκοκ (ταινία)	Hitchcock (Film)
Volkswagen Polo	VW Polo
Σαιντ-Ομέρ	Saint-Omer
Ερυθρίτης	Erythrin
Στρατόπεδο συγκέντρωσης Ντρανσύ	Sammellager Drancy
Porsche Cayman	Porsche Cayman
Γιώργος Δώνης	Georgios Donis
Πόλεις της Ετρουρίας	Zwölfstädtebund
Πλατώ (αποσαφήνιση)	Plateau (Begriffsklärung)
A-7 Corsair II	Vought A-7
610 π.Χ.	610 v. Chr.
611 π.Χ.	611 v. Chr.
Μαρίζα Κωχ	Mariza Koch
Συμφωνίες Ζυρίχης-Λονδίνου	Zürcher und Londoner Abkommen
Πρόεδρος της Δημοκρατίας	Staatspräsident
Οι Παλιάτσοι (όπερα)	Pagliacci
Overnight Sensation	Overnight Sensation
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 2012	Oscarverleihung 2013
Αυστριακές Ένοπλες Δυνάμεις	Bundesheer
FrieslandCampina	FrieslandCampina
NGC 1232	NGC 1232
Κλουμπ Ντεπορτίβο Κουένκα	Deportivo Cuenca
Ρεβενταδόρ	Reventador
Μπαρτσελόνα ΣΚ	Barcelona Sporting Club
Σοσιεδάδ Ντεπορτίβο Κίτο	Deportivo Quito
Μάξιμος ο Εφέσιος	Maximos von Ephesos
ΝΚ Κροάτια Σέσβετε	NK Croatia Sesvete
Σούζαν Χέιγουορντ	Susan Hayward
Ιεροκλής της Αλεξάνδρειας	Hierokles von Alexandria (Neuplatoniker)
Μουσικό Κολέγιο Μπέρκλι	Berklee College of Music
Μένανδρος (αποσαφήνιση)	Menandros
Atari 8-bit υπολογιστές	Atari-Heimcomputer
Πόλος	Pole
Μαρμαράς	Marmara
Άγις	Agis
ΑΕΚ (αποσαφήνιση)	AEK
ΦΚ Νίστρου Οτάτσι	FC Nistru Otaci
Τόμας, 2ος κόμης του Λάνκαστερ	Thomas Plantagenet, 2. Earl of Lancaster
Project X	Project X (2012)
Καμίλ Ντεμουλέν	Camille Desmoulins
Γκούντμαν	Goodman
Μποϋκοτάζ των λεωφορείων στο Μοντγκόμερυ (1955)	Busboykott von Montgomery
Χρυσές Σφαίρες του 2009	Golden Globe Awards 2010
P.Y.T. (Pretty Young Thing)	P.Y.T. (Pretty Young Thing)
Συνθήκη του Φονταινεμπλώ	Vertrag von Fontainebleau
