Աֆրիկա	Afrika
Կարմանիոլա (Թուրին)	Carmagnola (Piemont)
Էմփայր Սթեյթ Բիլդինգ	Empire State Building
Ելք	2. Buch Mose
Ռենե Դեկարտ	René Descartes
Կազալբորգոնե	Casalborgone
Վիետնամերեն	Vietnamesische Sprache
Պողոս առաքյալ	Paulus von Tarsus
Ազատության արձան	Freiheitsstatue
Քլայվ Սթեյփլս Լյուիս	C. S. Lewis
Կազելետե	Caselette
Կազելե Տորինեզե	Caselle Torinese
Զիգմունդ Ֆրոյդ	Sigmund Freud
Կաստանիետո Պո	Castagneto Po
Կաստանիոլե Պիեմոնտե	Castagnole Piemonte
Կատեգորիա:Համաստեղություններ	Kategorie:Anerkanntes Sternbild
Ջայնիզմ	Jainismus
Գեորգ Վիլհելմ Ֆրիդրիխ Հեգել	Georg Wilhelm Friedrich Hegel
Կավանոլո	Cavagnolo
Կավուր	Cavour (Piemont)
Չերչենասկո	Cercenasco
Չերեզոլե Ռեալե	Ceresole Reale
Մոնղոլերեն	Mongolische Sprache
Բաքու	Baku
Չեզանա Տորինեզե	Cesana Torinese
Նավախել (համաստեղություն)	Achterdeck des Schiffs
Ղազախերեն	Kasachische Sprache
Զոհասեղան (համաստեղություն)	Altar (Sternbild)
Կյալամբերտո	Chialamberto
Ղրղզերեն	Kirgisische Sprache
Անդրոմեդա (համաստեղություն)	Andromeda (Sternbild)
Համաշխարհային ժառանգություն	UNESCO-Welterbe
Տաջիկերեն	Tadschikische Sprache
Կյանոքո	Chianocco
Ուզբեկերեն	Usbekische Sprache
Կյավերանո	Chiaverano
Աղցան	Salat (Gericht)
Հուդայականություն	Judentum
Կիերի	Chieri
Թհիմփհու	Thimphu
Կիոմոնտե	Chiomonte
Կյուզա դի Սան Միկելե	Chiusa di San Michele
Աբու Մենա	Abu Mena
Բանդար Սերի Բեգավան	Bandar Seri Begawan
Գավաթ (համաստեղություն)	Becher (Sternbild)
Չիրիե	Cirié
Բերենիկեի Գես	Haar der Berenike
Քանդակագործ (համաստեղություն)	Bildhauer (Sternbild)
Եբրայերեն	Hebräische Sprache
Սեղանասար (համաստեղություն)	Tafelberg (Sternbild)
Կոասոլո Տորինեզե	Coassolo Torinese
Ադրբեջաներեն	Aserbaidschanische Sprache
Իբն Խալդուն	Ibn Chaldun
Մակեդոներեն	Mazedonische Sprache
Կոացե	Coazze
Սերբերեն	Serbische Sprache
Բերնաու (Բրանդենբուրգ)	Bernau bei Berlin
Սերբախորվաթերեն	Serbokroatische Sprache
Դելֆին (համաստեղություն)	Delphin (Sternbild)
Բոսնիերեն	Bosnische Sprache
Փոքր շուն	Kleiner Hund
Էբերսվալդե	Eberswalde
Գալիսերեն	Galicische Sprache
Վալլիերեն	Walisische Sprache
Դիլի	Dili
Կոլենո	Collegno
Իմանուիլ Կանտ	Immanuel Kant
Գելական շոտլանդերեն	Schottisch-gälische Sprache
Կոլերետո Ջակոզա	Colleretto Giacosa
Տինտորետտո	Jacopo Tintoretto
Կուչելո	Cuceglio
Վիենտյան	Vientiane
Գի դը Մոպասան	Guy de Maupassant
Կումիանա	Cumiana
Կուորնիե	Cuorgnè
Ֆլամանադախոս համայնք	Flämische Gemeinschaft
Վարք	Verhalten (Biologie)
Լաո Ցզի	Laozi
Դրուենտո	Druento
Էքսիլես	Exilles
Մալե	Malé
Յոգա	Yoga
Ջոն Լոք	John Locke
Ֆորանո Կանավեզե	Fiorano Canavese
Ֆրիդրիխ Նիցշե	Friedrich Nietzsche
Բիշքեկ	Bischkek
Ֆորնո Կանավեզե	Forno Canavese
Ժան Պոլ Սարտր	Jean-Paul Sartre
Դուշանբե	Duschanbe
Գուգլ	Google
Ֆրասինեթո	Frassinetto
Լյարդ	Leber
Փայծաղ	Milz
Գարձիլիանա	Garzigliana
Երիկամ	Niere
Գասինո Տորինեզե	Gassino Torinese
Ադամ Սմիթ	Adam Smith
Միզապարկ	Harnblase
Ջերմանիանո	Germagnano
Ամորձի	Hoden
Միզածորան	Harnleiter
Միզուկ	Harnröhre
Մաքս Վեբեր	Max Weber
Ջալիոնե	Giaglione
Ջավենո	Giaveno
Ջիվոլեթո	Givoletto
Լյուդվիգ Վիտգենշթայն	Ludwig Wittgenstein
Գրավերե	Gravere
Գրոսկավալլո	Groscavallo
Ճագար	Kaninchen
Գրոսսո	Grosso (Piemont)
Գրուլյասկո	Grugliasco
Ինգրիա (Իտալիա)	Ingria
Նինջա	Ninja
Ինվերսո Պինասկա	Inverso Pinasca
Նյարդային համակարգ	Nervensystem
Իզոլաբելլա	Isolabella
Իսիլո	Issiglio
Մարդագայլ	Werwolf
Լա Կասսա	La Cassa
Լա Լոջա	La Loggia
Լանցո Տորինեզե	Lanzo Torinese
Հույզեր	Emotion
Լաուրիանո	Lauriano
Լեյնի	Leinì
Հոգեբանություն	Psychologie
Մտածողություն	Denken
Լեմե	Lemie
Լեսոլո	Lessolo
Լևոնե	Levone
Լոկանա	Locana
Օվկիանոս	Ozean
Լոմբարդորե	Lombardore
Լոմբրիասկո	Lombriasco
Լորանցե	Loranzè
Լունյաքո	Lugnacco
Թովմա Աքվինացի	Thomas von Aquin
Վիկտորյա թագուհի	Victoria (Vereinigtes Königreich)
Պաոլո Վերոնեզե	Paolo Veronese
Բուդդա	Siddhartha Gautama
Լուզերնա Սան Ջովաննի	Luserna San Giovanni
Արևադարձային անտառ	Regenwald
Լուզերնեթա	Lusernetta
Լուզիլե	Lusigliè
Պրեմիեր Լիգա (Անգլիա)	Premier League
Մաչելլո	Macello
Մալիոնե	Maglione
Մարենտինո	Marentino
Մասելո	Massello
Դիալեկտիկա	Dialektik
Մատի (կոմունա)	Mathi
Մուհամմադ մարգարե	Mohammed
Մաթիե	Mattie
Մացե	Mazzè
Մեանա դի Սուզա	Meana di Susa
Մերչենասկո	Mercenasco
Բարոյագիտություն	Ethik
Մեուլիանո	Meugliano
Մեձենիլե	Mezzenile
Մոմբելո դի Տորինո	Mombello di Torino
Իմացաբանություն	Erkenntnistheorie
Մոմպանտերո	Mompantero
Մոնասթերո դի Լանցո	Monastero di Lanzo
Կամքի ազատություն	Freier Wille
IPod	IPod
Մոնտալդո Տորինեզե	Montaldo Torinese
Սկյուռանմաններ	Hörnchen
Մոնտալենգե	Montalenghe
Մոնտալտո Դորա	Montalto Dora
Մոնտանարո	Montanaro
Հավանականություն	Wahrscheinlichkeit
Մոնտեու դա Պո	Monteu da Po
Նիկելինո	Nichelino
Անգլիայի ֆուտբոլային միություն	The Football Association
Նոասկա	Noasca
Նոմալիո	Nomaglio
Իրականություն	Realität
Նոնե	None (Piemont)
Նովալեզա	Novalesa
Օլյանիկո	Oglianico
Ուլքս	Oulx
Օձենյա	Ozegna
Շնչառություն	Atem
BBC	British Broadcasting Corporation
Շախրուխ Խան	Shah Rukh Khan
Թոնի Բլեեր	Tony Blair
Պեքո	Pecco
Պերոզա Կանավեզե	Perosa Canavese
Մարտին Լյութեր	Martin Luther
Ջոն Մեյջոր	John Major
Բուրգոս	Burgos
Կոնֆուցիականություն	Konfuzianismus
Ջերալդ Ֆորդ	Gerald Ford
Հոնդա	Honda
Շիա իսլամ	Schia
Ռիչարդ Նիքսոն	Richard Nixon
Հռոմի Կաթոլիկ եկեղեցի	Römisch-katholische Kirche
Դաոսականություն	Daoismus
Զրադաշտականություն	Zoroastrismus
Սուֆիզմ	Sufismus
Ողնուղեղ	Rückenmark
Երակներ	Vene
Բենգալերեն	Bengalische Sprache
Կնոջ արգանդ	Gebärmutter
Լեզու (օրգան)	Zunge
Չելսի ՖԱ	FC Chelsea
Արսենալ (ֆուտբոլային ակումբ, Լոնդոն)	FC Arsenal
Ենթաստամոքսային գեղձ	Bauchspeicheldrüse
Որովայնամիզ	Peritoneum
Սերմնարան	Eierstock
Բերանի խոռոչ	Mund
Լինդոն Բ. Ջոնսոն	Lyndon B. Johnson
Հոդ	Gelenk
Կրծքավանդակ	Brust
Գեղձ	Drüse
Ֆոլկլենդյան կղզիներ	Falklandinseln
Մարսողական համակարգ	Verdauungstrakt
Ստոծանի	Zwerchfell
Զարկերակներ	Arterie
A (լատինական)	A
Միխայել Շումախեր	Michael Schumacher
Մեն կղզի	Isle of Man
Ձմեռային Օլիմպիական խաղեր 2014	Olympische Winterspiele 2014
Եղիսաբեթ II	Elisabeth II.
Նյու Յորք Թայմս	The New York Times
Դիանա արքայադուստր Ուելսի	Diana, Princess of Wales
Հենրի Պյորսել	Henry Purcell
Ջոն Ֆ. Քենեդի	John F. Kennedy
B (լատինական)	B
Օնորե դը Բալզակ	Honoré de Balzac
Սերմնահեղուկ	Sperma
Ջոակինո Ռոսսինի	Gioachino Rossini
Դասական երաժշտություն	Klassische Musik
Սիմֆոնիա	Sinfonie
G (լատինական)	G
U (լատինական)	U
Կոնցերտ	Instrumentalkonzert
Z (լատինական)	Z
Բլյուզ	Blues
Ֆլամենկո	Flamenco
F (լատինական)	F
Էյսդեն-Մարխրատեն	Eijsden-Margraten
Խուլպեն-Վիտեմ	Gulpen-Wittem
Վալս (համայնք)	Vaals
Սիմպելֆելդ (համայնք)	Simpelveld
Վուրենդալ (համայնք)	Voerendaal
Վալկենբուրխ ան դե Խեուլ	Valkenburg aan de Geul
Մեյրսեն (համայնք)	Meerssen
J (լատինական)	J
Վեյրտ (համայնք)	Weert
Վենրայ	Venray
Վենլո (համայնք)	Venlo
Այբուբեն	Alphabet
Ստեյն (համայնք)	Stein (Niederlande)
Սիտարդ-Խեյլեն	Sittard-Geleen
Շխինեն (համայնք)	Schinnen
Ռուրդալեն	Roerdalen
Պեյլ էն Մաս	Peel en Maas
Օնդերբանկեն	Onderbanken
Նութ (համայնք)	Nuth
Տառ	Buchstabe
Նեյդերվեյրտ	Nederweert
Մոկ էն Միդելար	Mook en Middelaar
Մասխաու (համայնք)	Maasgouw
Լեուդալ (համայնք)	Leudal
Ռեգգի	Reggae
Լանդխրաֆ (համայնք)	Landgraaf
Կերկրադե	Kerkrade
Հորստ ան դե Մաս	Horst aan de Maas
Սաքսոֆոն	Saxophon
Հեյրլեն	Heerlen
Խենեպ	Gennep
Էխտ-Սուստերեն	Echt-Susteren
Բրունսում	Brunssum
Բերխեն (Լիմբուրխ)	Bergen (Limburg)
Բեյսել	Beesel
Բեյկ (համայնք)	Beek (Niederlande)
Ալբուրխ	Aalburg
Ալֆեն-Խամ	Alphen-Chaam
Աստեն (համայնք)	Asten (Niederlande)
Բարլե-Նասաո	Baarle-Nassau
T (լատինական)	T
Բերնհեյզե	Bernheze
Բեստ	Best (Niederlande)
Բլադել (համայնք)	Bladel
Բուկել (համայնք)	Boekel (Nordbrabant)
Բոքսեմեյր (համայնք)	Boxmeer
C (լատինական)	C
Բոքստել (համայնք)	Boxtel
Կրանենդոնկ	Cranendonck
Կաուկ (համայնք)	Cuijk
Դուրնե (համայնք)	Deurne (Nordbrabant)
Դոնգեն (համայնք)	Dongen
Դրիմելեն (համայնք)	Drimmelen
Էյրսել (համայնք)	Eersel
Էյնդհովեն (համայնք)	Eindhoven
Էտեն-Լեուր	Etten-Leur
Խեյրտրաուդենբերխ (համայնք)	Geertruidenberg
Խելդրոպ-Միրլո	Geldrop-Mierlo
Խեյմերտ-Բակել	Gemert-Bakel
Խիլզե էն Ռեյեն	Gilze en Rijen
Խորլե (համայնք)	Goirle
Խրավե (համայնք)	Grave
Հալդենբերխե	Halderberge
Հեյզե-Լեյնդե	Heeze-Leende
Հելմոնդ	Helmond
Հեուսդեն (համայնք)	Heusden (Niederlande)
Հիլվարենբեյկ (համայնք)	Hilvarenbeek
Լարբեյկ (համայնք)	Laarbeek
Լանդերդ	Landerd
Լոն օպ Զանդ (համայնք)	Loon op Zand
Մասդոնկ	Maasdonk
R (լատինական)	R
Միլ էն Սինտ Հուբերտ	Mill en Sint Hubert
Մուրդեյկ (համայնք)	Moerdijk
Նունեն, Խերվեն էն Նեյդերվետեն	Nuenen, Gerwen en Nederwetten
Օրշխոտ (համայնք)	Oirschot
Օստերվեյկ (համայնք)	Oisterwijk
Օստերհաուտ (համայնք)	Oosterhout
Օս (համայնք)	Oss (Niederlande)
Ռեուսդել-Դե Միրդեն	Reusel-De Mierden
Ռուքֆեն (համայնք)	Rucphen
Շխեյնդել	Schijndel
Սինտ Անտոնիս (համայնք)	Sint Anthonis
Սինտ-Միխիլսխեստել (համայնք)	Sint-Michielsgestel
Սինտ-Ուդենրոդե	Sint-Oedenrode
Սոմերեն (համայնք)	Someren
Սոն էն Բրեուխել	Son en Breugel
Ստեյնբերխեն (համայնք)	Steenbergen (Nordbrabant)
Ուդեն (համայնք)	Uden (Gemeinde)
Վալկենսվարդ (համայնք)	Valkenswaard
Վեխել (համայնք)	Veghel
Վելդհովեն	Veldhoven
Վուխտ (համայնք)	Vught
Վալրե (համայնք)	Waalre
Վերկենդամ (համայնք)	Werkendam
Վունսդրեխտ (համայնք)	Woensdrecht
Վաուդրիխեմ (համայնք)	Woudrichem
Զունդերտ (համայնք)	Zundert
D (լատինական)	D
Ալֆա (տառ)	Alpha
Օմեգա (տառ)	Omega
I (լատինական)	I
Ալսմեյր	Aalsmeer
Ամստելվեյն	Amstelveen
Բեյմստեր	Beemster
Բերխեն (Հյուսիսային Հոլանդիա)	Bergen (Nordholland)
Մյու (տառ)	My
Մին դինաստիա	Ming-Dynastie
Բեյվերվեյկ	Beverwijk
Բլարիկում	Blaricum
E (լատինական)	E
Բլումենդալ (համայնք)	Bloemendaal
Բուսում	Bussum
Կաստրիկում	Castricum
Դեն Հելդեր	Den Helder
Դիմեն	Diemen
H (լատինական)	H
Դրեխտերլանդ (համայնք)	Drechterland
Դուայթ Էյզենհաուեր	Dwight D. Eisenhower
Էդամ-Վոլենդամ	Edam-Volendam
Էնկհաուզեն	Enkhuizen
Գրաֆտ-Դե Ռեյփ	Graft-De Rijp
Հաարլեմ	Haarlem
Հարլեմերլիդե էն Սպարնվաուդե	Haarlemmerliede en Spaarnwoude
K (լատինական)	K
Հարլեմերմեյր	Haarlemmermeer
Հարենկարսպել	Harenkarspel
Հեյմսկերկ	Heemskerk
L (լատինական)	L
Հեյմստեյդե (համայնք)	Heemstede
Հեյրհուխովարդ	Heerhugowaard
Հեյլո	Heiloo
M (լատինական)	M
Հիլվերսում	Hilversum
Ֆանտա	Fanta (Getränk)
Հոլանդս Կրոն (համայնք)	Hollands Kroon
N (լատինական)	N
Հորն (համայնք)	Hoorn
Հաուզեն	Huizen
Կոխենլանդ	Koggenland
O (լատինական)	O
Լանդսմեյր	Landsmeer
Լանգեդեյկ	Langedijk
Լարեն (համայնք)	Laren (Nordholland)
P (լատինական)	P
Մեյդեմբլիկ (համայնք)	Medemblik
Մաուդեն	Muiden
Նարդեն	Naarden
Q (լատինական)	Q
Օստզան	Oostzaan
Օպմեյր	Opmeer
Աուդեր-Ամստել	Ouder-Amstel
Պուրմերենդ	Purmerend
Շխագեն	Schagen
S (լատինական)	S
Շխերմեր (համայնք)	Schermer (Alkmaar)
Ռոնալդ Ռեյգան	Ronald Reagan
Ստեյդե Բրուկ	Stede Broec
V (լատինական)	V
W (լատինական)	W
Թեսել	Texel (Insel)
Աուտխեյստ	Uitgeest
X (լատինական)	X
Աուտհորն	Uithoorn
Վելսեն	Velsen
Վատերլանդ (համայնք)	Waterland
Y (լատինական)	Y
Վեյսպ	Weesp
Վայդեմեյրեն	Wijdemeren
Վորմերլանդ	Wormerland
Զանստադ	Zaanstad
Զանդվորտ	Zandvoort
Զեյվանգ	Zeevang
Զեյպե (համայնք)	Zijpe
Հոֆ վան Թվենտե	Hof van Twente
Բորնե (համայնք)	Borne (Niederlande)
Դալֆսեն	Dalfsen
Դինկելանդ	Dinkelland
Հոլանդերեն Վիքիպեդիա	Niederländischsprachige Wikipedia
Դեյվենտեր	Deventer
Էնշխեյդե	Enschede
Հակսբերխեն	Haaksbergen
Հելենդորն	Hellendoorn
Հենգելո (համայնք)	Hengelo
Կամպեն (համայնք)	Kampen (Niederlande)
Լոսեր (համայնք)	Losser
Օլդենզալ	Oldenzaal
Օլստ-Վեյե	Olst-Wijhe
Օմեն	Ommen
Ռալտե	Raalte
Ռեյսեն-Հոլտեն	Rijssen-Holten
Ստապհորստ	Staphorst (Overijssel)
Ստեյնվեյկերլանդ	Steenwijkerland
Թուբերխեն	Tubbergen
Թվենտերանդ	Twenterand
Վիրդեն	Wierden
Զվարտեվատերլանդ	Zwartewaterland
Բարն	Baarn
Ֆի (տառ)	Phi
Բունիկ (համայնք)	Bunnik
Բունշխոտեն	Bunschoten
Դե Բիլտ (համայնք)	De Bilt
Դե Ռոնդե Վեյնեն	De Ronde Venen
Էյմնես	Eemnes
Ռենսվաուդե	Renswoude
Ռեյնեն	Rhenen
Սուստ (Նիդերլանդներ)	Soest (Niederlande)
Ստիխտսե Վեխտ	Stichtse Vecht
Ուտրեխտսե Հեուվելրուխ (համայնք)	Utrechtse Heuvelrug
Հաուտեն	Houten
Էյսելստեյն	IJsselstein
Լեուսդեն	Leusden
Լոպիկ (համայնք)	Lopik
Մոնտֆորտ	Montfoort
Նիուեխեյն	Nieuwegein
Աուդերվաթեր	Oudewater
Վիանեն (Ուտրեխտ)	Vianen
Վայկ բեյ Դուրստեյդե	Wijk bij Duurstede
Վաուդենբերխ	Woudenberg
Զեյստ	Zeist
Բորսեյլե (համայնք)	Borsele
Հուլստ (համայնք)	Hulst
Նորդ-Բեյվերլանդ	Noord-Beveland
Ռեմսերվալ (համայնք)	Reimerswaal
Շխաուվեն-Դաուվելանդ	Schouwen-Duiveland
Սլաուս (համայնք)	Sluis
Թերնեուզեն (համայնք)	Terneuzen
Թոլեն (համայնք)	Tholen
Վեյրե (համայնք)	Veere
Վլիսինգեն	Vlissingen
Վիկտորիա Ազարենկա	Wiktoryja Asaranka
Էնդի Մարեյ	Andy Murray
Ռաֆայել Նադալ	Rafael Nadal
Գայոս Տրանքվիլլոս Սվետոնիոս	Sueton
ԼիբրեՕֆիս	LibreOffice
Եվրատեսիլ 2002 երգի մրցույթ	Eurovision Song Contest 2002
Եվրատեսիլ 2003 երգի մրցույթ	Eurovision Song Contest 2003
Եվրատեսիլ 2004 երգի մրցույթ	Eurovision Song Contest 2004
Եվրատեսիլ 2005 երգի մրցույթ	Eurovision Song Contest 2005
Եվրատեսիլ 2006 երգի մրցույթ	Eurovision Song Contest 2006
Եվրատեսիլ 2007 երգի մրցույթ	Eurovision Song Contest 2007
Եվրատեսիլ 2008 երգի մրցույթ	Eurovision Song Contest 2008
Եվրատեսիլ 2009 երգի մրցույթ	Eurovision Song Contest 2009
