आफ्रिकाखण्डः	Afrika
भीलवाडामण्डलम्	Bhilwara (Distrikt)
अन्वर् अल्-सादात्	Anwar as-Sadat
बाडमेरमण्डलम्	Barmer (Distrikt)
स्टार् वार्स्:रिवेंज् आफ़् दि सिथ्	Star Wars: Episode III – Die Rache der Sith
गोबीमरुस्थलम्	Gobi
संशोधनस्य प्रयोजनानि	Forschung
गूगल् अर्त्	Google Earth
बर्न्हार्ड रीमन	Bernhard Riemann
मृत्तिका	Ton (Bodenart)
शिम्बी	Gartenbohne
मल्लक्रीडा	Ringen
गन्धद्रव्याणि	Gewürz
सिन्धुसंस्कृतिः	Indus-Kultur
हरिद्रा	Kurkuma
कूर्परः	Ellbogengelenk
ओलम्पिया	Olympia (Washington)
बोरोबुदुर्	Borobudur
वाहनम्	Fahrzeug
कृष्णः	Krishna
आग्रा	Agra
तैलम्	Öle
इवान् पेत्रोविच् पाव्लोव्	Iwan Petrowitsch Pawlow
फ़्रान्ज़ फर्डिनान्ड	Franz Ferdinand von Österreich-Este
मरीचम्	Pfeffer
माणिक्यम्	Rubin
काश्मीर	Kaschmir
ओमाहा	Omaha
काकः	Raben und Krähen
रिच्मन्ड्	Richmond (Virginia)
चण्डीगढ	Chandigarh
मुक्ता	Perle
स्त्री	Weibliches Geschlecht
दाक्षम्	Gymnastik
अङ्गकोरवाटम्	Angkor Wat
अन्तोन् वान् ल्यूवेन् वोक्	Antoni van Leeuwenhoek
बैठा बैल	Sitting Bull
भ्रूः	Augenbraue
माडिसन्	Madison (Wisconsin)
अकशेरुकाः	Wirbellose
सेलेम्, ओरेगन्	Salem (Oregon)
लेतुवायर्क्	Tautiška giesmė
आलिवर क्रामवेल	Oliver Cromwell
रुडोल्फ मोसबेउर	Rudolf Mößbauer
सलमान रश्दी	Salman Rushdie
हान्स कृस्टियन ओर्स्टेड	Hans Christian Ørsted
पियर सिमों लाप्लास	Pierre-Simon Laplace
हिन्दुदेवालयः	Tempel
चार्ल्सटन्	Charleston (West Virginia)
विद्याधर सूरजप्रसाद नैपाल	V. S. Naipaul
पोताश्रयः	Hafen
सुहार्तो	Suharto
ब्रह्मपुत्रनदः	Brahmaputra
विलियम वर्ड्सवर्थ	William Wordsworth
विश्वनाथन् आनन्द	Viswanathan Anand
पनसफलम्	Jackfruchtbaum
सत्येन्द्रनाथ बोस्	Satyendranath Bose
वरदक्षिणा	Mitgift
रक्तदुर्गम्	Rotes Fort (Delhi)
भारतीयप्रबन्धनसंस्था (IIM)	Indian Institute of Management
दादरा नगरहवेली च	Dadra und Nagar Haveli
विलियम ए फोलर	William Alfred Fowler
कूर्मः	Landschildkröten
चित्रदुर्गम्	Chitradurga
अफीण	Opium
द प्रेस्टीज्	Prestige – Die Meister der Magie
भगवद्गीता	Bhagavad Gita
द टाइम्स ओफ इण्डिया	The Times of India
राबर्ट् हुक्	Robert Hooke
तिब्बतीलिपिः	Tibetische Schrift
पालीमण्डलम्	Pali (Distrikt)
कपोलः	Wange
ऐश्वर्या रै	Aishwarya Rai
बभ्रुः	Braun
ब्राह्मणः	Brahmane
यजुर्वेदः	Yajurveda
श्रुतिः	Shruti
कामसूत्रम्	Kamasutra
कीटः	Würmer
हासनम्	Hassan (Indien)
जे जे थामसन	Joseph John Thomson
स्वामी विवेकानन्द	Vivekananda
मातृदिवसः	Muttertag
प्रतिभा पाटिल	Pratibha Patil
३३९	339
३४०	340
लखनौ	Lucknow
३५४	354
बुलढाणामण्डलम्	Buldhana (Distrikt)
३५६	356
३५८	358
३६१	361
३६३	363
३६४	364
३६८	368
३६९	369
३७०	370
३७१	371
फलकम्:Commonscat	Vorlage:Commonscat
३७६	376
३७७	377
३७८	378
३८३	383
३८४	384
३८८	388
३८९	389
३९०	390
३९१	391
३९२	392
३९३	393
३९४	394
३९५	395
३९६	396
३९७	397
३९८	398
३९९	399
काळिङ्गसर्पः	Königskobra
पक्ष्म	Augenlid
महायानम्	Mahayana
अमृतसर	Amritsar
शवः	Leiche
२७९	279
४४०	440
५१७	517
५७२	572
कोलोराडो स्प्रिंग्स्	Colorado Springs
मजापहित साम्राज्य	Majapahit
पर्यटनम्	Tourismus
कविः	Poet
जी-सुंग पार्क	Park Ji-sung
फलकम्:Taxobox	Vorlage:Taxobox
रामभद्राचार्यः	Rambhadracharya
सुनीता विलियम्स्	Sunita Lyn Williams
समर्थ गुरु रामदास	Samartha Ramdas
स्वातन्त्र्यदिनोत्सवः (भारतम्)	Unabhängigkeitstag (Indien)
जेम्स फ्रान्क	James Franck
विल्हेम वेन	Wilhelm Wien
गुस्टाफ् हर्ज्	Gustav Hertz
आटो स्टर्न	Otto Stern (Physiker)
पाल् एर्लख्	Paul Ehrlich
जोहन्नेस स्टार्क	Johannes Stark
मारिया गोपर्ट-मेयर	Maria Goeppert-Mayer
प्रणब मुखर्जि	Pranab Mukherjee
एस्. एम्. कृष्णः	S. M. Krishna
पञ्जाबीभाषा	Panjabi
सतना	Satna
सरस्वती देवी	Sarasvati
काव्यविभागाः	Literaturkritik
हिक्का	Schluckauf
तन्तुकरणयन्त्रम्	Spinnrad
अरविन्द केजरीवाल	Arvind Kejriwal
ध्रुपद्	Dhrupad
शिवसेना	Shiv Sena
वेङ्कटरामन् रामकृष्णन्	Venkatraman Ramakrishnan
रजनीकान्तः	Rajinikanth
चन्द्रशेखर वेङ्कटरामन्	C. V. Raman
खयाल्	Khyal
फ्रेडरिक क्यास्पर् वुल्फ्	Caspar Friedrich Wolff
मौर्यसाम्राज्यम्	Maurya-Reich
वुल्फगांग पौली	Wolfgang Pauli
जयपुरम्	Jaipur
कानपुरम्	Kanpur
इन्दौर	Indore
दमण	Daman und Diu
पुदुच्चेरी	Puducherry (Unionsterritorium)
अज्मल् कसब्	Ajmal Kasab
ठुमरि	Thumri
टप्पा	Tappa (Musik)
सूरणम्	Yams
अपवर्तनम् (भौतविज्ञानम्)	Brechung (Physik)
सुकर्णो	Sukarno
मेघावती सुकर्णोपुत्री	Megawati Sukarnoputri
वुल्फगांग केट्टेर्ले	Wolfgang Ketterle
ओट्टो हेन्रिक् वार्बर्ग्	Otto Warburg (Biochemiker)
अगस्ट् वीस्मान्	August Weismann
हान्स् लिप्पर्शे	Hans Lipperhey
वाल्थेर बोथे	Walther Bothe
अहिंसा	Gewaltlosigkeit
केरो हेन्रिज्	Heinrich Caro
थियोडोर् स्छ्वान्	Theodor Schwann
म्याथयास् जेकब् ष्लेडन्	Matthias Jacob Schleiden
जे हान्स डी जेन्सेन	Johannes Hans Daniel Jensen
पावेल शेरेन्कोव	Pawel Alexejewitsch Tscherenkow
जेम्स ६ (स्काटलैंड)	Jakob I. (England)
काशी	Varanasi
घृतकुमारी	Echte Aloe
तिन्त्रिणी	Tamarindenbaum
पटना	Patna
श्रीवपोर्ट	Shreveport
रूप्यकम्	Indische Rupie
भेण्डा	Okra
जेम्स् चाडविक	James Chadwick
डोनाल्ड ए ग्लेसर	Donald Arthur Glaser
भोपाल	Bhopal
होमियोपति	Homöopathie
चणकः	Kichererbse
चार्ल्स १	Karl I. (England)
खदिरवृक्षः	Acacia
चार्ल्स् -अगस्टीन् डि कूलुम्ब	Charles Augustin de Coulomb
जान कीट्स	John Keats
जीन् ब्याप्टिस्ट् लामार्क्	Jean-Baptiste de Lamarck
सेम्येल टेलर कोलरिज	Samuel Taylor Coleridge
विलियम वालेस	William Wallace
लीयों नील कूपर	Leon Neil Cooper
मेरी १ (इंगलैंड)	Maria I. (England)
चिबुकम्	Kinn
टिमोर	Timor
अग्निप्रस्तरः	Feuerstein
छत्राकम्	Fruchtkörper
जन गण मन	Jana Gana Mana
श्रीनिवासरामानुजन्	S. Ramanujan
जातीफलम्	Muskatnuss
एडवर्ड ६	Eduard VI.
गुरु नानक देव	Nanak Dev
लुइस डे ब्रोग्ली	Louis de Broglie
जेम्स् डि व्याट्सन्	James Watson
अङ्गुष्ठः	Daumen
एलेनोर रोज़वेल्ट	Eleanor Roosevelt
पारासेल्सस्	Paracelsus
भाक्राजलबन्धः	Bhakra-Talsperre
कुलु	Kullu
मनाली	Manali
भारोत्तोलनक्रीडा	Gewichtheben
मराठासाम्राज्यम्	Maratha
जहाङ्गीरः	Jahangir
शाहजहानः	Shah Jahan
शिमला	Shimla
कार्ल् लाण्ड्स्टैनर्	Karl Landsteiner
शब्दमालिन्यम्	Lärm
सुभाषकाकः	Subhash Kak
विलियं हार्वे	William Harvey
मधु सूदन	Madhu Sudan
अविनाश काक	Avinash Kak
जिततैलम्	Olivenöl
पर्सी बिश शेली	Percy Bysshe Shelley
सूर्यकान्तितैलम्	Sonnenblumenöl
दन्तेवाडामण्डलम्	Dantewada (Distrikt)
चायसस्यम्	Tee (Pflanze)
सर् रोनाल्ड् रास्	Ronald Ross
बकमिन्स्टर फुलर	Richard Buckminster Fuller
आस्टन् फ्रान्सिस् विलियम्	Francis William Aston
जेर्मेन ग्रीर	Germaine Greer
लक मन्टेगेनियरः	Luc Montagnier
रविशङ्कर	Ravi Shankar
दन्तपाली	Zahnfleisch
वितली गिन्ज़बर्ग	Witali Lasarewitsch Ginsburg
सिमोन वान डर मीर	Simon van der Meer
अङ्गप्रत्यारोपणम्	Transplantation
युरोलोजी	Urologie
क्रैस्ताः	Christ
तक्रम्	Buttermilch
मिर्जा गालिब	Mirza Ghalib
राजेश खन्ना	Rajesh Khanna
शेल्डन ग्लास्हौ	Sheldon Lee Glashow
हरगोविन्द खुराना	Har Gobind Khorana
लक्ष्यसाधनक्रीडा	Bogenschießen
ए. आर्. रहमान्	A. R. Rahman
एड्वर्ड् क्याल्विन् केण्डल्	Edward Calvin Kendall
हिङ्गु	Asant
माधवः	Madhava (Mathematiker)
रमोन् मेग्सेसे	Ramon Magsaysay
चाओ फ्रया	Mae Nam Chao Phraya
एन	Anne (Großbritannien)
ग्यास्त्रोएन्टेरोलोजी	Gastroenterologie
जडत्वम् (भौतविज्ञानम्)	Trägheit
चार्ल्स २	Karl II. (England)
